"Abu-Hayyan_1" "al-Baghawi_1" "al-Baydawi_1" "al-Khazin_1" "al-Mawardi_1" "al-Nasafi_1" "al-Qurtubi_1" "al-Razi_1" "al-Suyuti_1" "al-Tabari_1" "al-Zamakhshari_1" "Fairuzabadi_1" "Ibn-Abd-al-Salam_1" "Ibn-al-Jawzi_1" "Ibn-Arafa_1" "Ibn-Atiya_1" "Ibn-Kathir_1" "Samarqandi_1"
"قالت" 0.004 0.048 0.00133333333333333 0.0506666666666667 0.0213333333333333 0.008 0.0306666666666667 0.0253333333333333 0.004 0.0386666666666667 0.00933333333333333 0.00533333333333333 0.0186666666666667 0.028 0.00133333333333333 0.0253333333333333 0.0586666666666667 0.012
"قتل" 0.0226666666666667 0.0213333333333333 0.0133333333333333 0.0306666666666667 0.028 0.024 0.00533333333333333 0.00666666666666667 0.00666666666666667 0.0266666666666667 0.0213333333333333 0.0253333333333333 0.0453333333333333 0.0133333333333333 0.024 0.036 0.0226666666666667 0.016
"الياء" 0.052 0.0253333333333333 0.0306666666666667 0.00133333333333333 0.00266666666666667 0.0226666666666667 0.0266666666666667 0.00533333333333333 0.0173333333333333 0.004 0.024 0.004 0.00133333333333333 0.056 0.008 0.0773333333333333 0 0.0293333333333333
"دين" 0.012 0.0253333333333333 0.00533333333333333 0.0293333333333333 0.0186666666666667 0.032 0.00533333333333333 0.0186666666666667 0.0306666666666667 0.0106666666666667 0.024 0.0706666666666667 0.0173333333333333 0.016 0.00666666666666667 0.0173333333333333 0.0133333333333333 0.0346666666666667
"الجمهور" 0.141333333333333 0 0.00266666666666667 0 0.0133333333333333 0.00666666666666667 0.0186666666666667 0 0 0 0 0 0.048 0.0373333333333333 0.00666666666666667 0.096 0.0146666666666667 0.00133333333333333
"القوم" 0.0226666666666667 0.0226666666666667 0.016 0.0493333333333333 0.012 0.0173333333333333 0.0146666666666667 0.0386666666666667 0.00666666666666667 0.036 0.0146666666666667 0.008 0.00666666666666667 0.0266666666666667 0.0133333333333333 0.0373333333333333 0.02 0.024
"عشر" 0.0173333333333333 0.024 0.0173333333333333 0.0213333333333333 0.0426666666666667 0.0146666666666667 0.024 0.016 0.0133333333333333 0.00933333333333333 0.0253333333333333 0.016 0.0413333333333333 0.044 0.00533333333333333 0.008 0.0266666666666667 0.02
"بكسر" 0.0426666666666667 0.0173333333333333 0.0266666666666667 0.00666666666666667 0.00666666666666667 0.012 0.0293333333333333 0.012 0.0373333333333333 0.00666666666666667 0.0173333333333333 0.004 0.00266666666666667 0.052 0 0.0733333333333333 0 0.0386666666666667
"محذوف" 0.0693333333333333 0.004 0.072 0.00666666666666667 0.00666666666666667 0.0853333333333333 0.024 0.016 0.0306666666666667 0 0.0333333333333333 0 0 0.004 0.0146666666666667 0.0186666666666667 0 0
"يزيد" 0.004 0.0266666666666667 0.004 0.00133333333333333 0.0173333333333333 0.0213333333333333 0.0173333333333333 0.00266666666666667 0.00133333333333333 0.182666666666667 0.004 0.00533333333333333 0.004 0.00533333333333333 0.00533333333333333 0.00533333333333333 0.0613333333333333 0.016
"ربه" 0.0253333333333333 0.016 0.00933333333333333 0.036 0.0293333333333333 0.0213333333333333 0.016 0.0133333333333333 0.00666666666666667 0.0306666666666667 0.036 0.032 0.0253333333333333 0.0146666666666667 0.00533333333333333 0.008 0.0213333333333333 0.0373333333333333
"طريق" 0.0306666666666667 0.0146666666666667 0.0186666666666667 0.0266666666666667 0.0213333333333333 0.0213333333333333 0.012 0.012 0.0253333333333333 0.008 0.0253333333333333 0.0186666666666667 0.0253333333333333 0.012 0.0226666666666667 0.00933333333333333 0.0493333333333333 0.0306666666666667
"إني" 0.02 0.0333333333333333 0.00933333333333333 0.06 0.0226666666666667 0.0146666666666667 0.0226666666666667 0.0213333333333333 0.00266666666666667 0.00533333333333333 0.0226666666666667 0.008 0.016 0.00533333333333333 0.004 0.0266666666666667 0.052 0.036
"مّن" 0 0 0.0906666666666667 0 0.00133333333333333 0.0626666666666667 0 0.0426666666666667 0.0813333333333333 0.00266666666666667 0.032 0.00133333333333333 0 0 0 0 0 0.0666666666666667
"العمل" 0.016 0.0133333333333333 0.0266666666666667 0.0213333333333333 0.0186666666666667 0.012 0.0213333333333333 0.0426666666666667 0.0266666666666667 0.00933333333333333 0.0133333333333333 0.016 0.0426666666666667 0.012 0.032 0.016 0.016 0.024
"ومجاهد" 0.06 0.0293333333333333 0 0.00666666666666667 0.0786666666666667 0 0.0346666666666667 0.004 0 0.00133333333333333 0 0 0.008 0.0613333333333333 0.00533333333333333 0.0453333333333333 0.044 0.00133333333333333
"السموات" 0.024 0.0146666666666667 0.0106666666666667 0.052 0.0266666666666667 0.004 0.016 0.02 0.00933333333333333 0.0186666666666667 0.0146666666666667 0.04 0.024 0.0333333333333333 0.00133333333333333 0.008 0.0253333333333333 0.036
"بدل" 0.0386666666666667 0.00533333333333333 0.084 0.00533333333333333 0 0.0626666666666667 0.00933333333333333 0.0133333333333333 0.0826666666666667 0 0.0293333333333333 0.00266666666666667 0.004 0.00266666666666667 0.0133333333333333 0.024 0 0.00133333333333333
"بعده" 0.028 0.0133333333333333 0.0266666666666667 0.0226666666666667 0.016 0.0253333333333333 0.024 0.0346666666666667 0.0213333333333333 0.0106666666666667 0.02 0.004 0.0293333333333333 0.0226666666666667 0.036 0.016 0.012 0.016
"عما" 0.02 0.012 0.0533333333333333 0.0306666666666667 0.0146666666666667 0.032 0.0146666666666667 0.0146666666666667 0.0266666666666667 0.008 0.028 0.00933333333333333 0.0346666666666667 0.0133333333333333 0.012 0.0146666666666667 0.0253333333333333 0.0146666666666667
"بهذا" 0.0213333333333333 0.0133333333333333 0.0133333333333333 0.028 0.028 0.0146666666666667 0.0253333333333333 0.0493333333333333 0.00533333333333333 0.012 0.00666666666666667 0.0226666666666667 0.00533333333333333 0.0333333333333333 0.0333333333333333 0.0173333333333333 0.0293333333333333 0.0173333333333333
"بينهم" 0.0213333333333333 0.0226666666666667 0.0226666666666667 0.024 0.016 0.028 0.016 0.0106666666666667 0.016 0.008 0.032 0.0546666666666667 0.0186666666666667 0.0266666666666667 0.012 0.016 0.00933333333333333 0.0213333333333333
"عليّ" 0.044 0.0213333333333333 0 0.008 0.028 0.016 0.0813333333333333 0 0.004 0.106666666666667 0.028 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.004 0.004 0.00933333333333333 0.0106666666666667
"ملك" 0.0213333333333333 0.0213333333333333 0.00933333333333333 0.04 0.024 0.0226666666666667 0.0173333333333333 0.012 0.012 0.00933333333333333 0.0186666666666667 0.0186666666666667 0.032 0.004 0.0186666666666667 0.0346666666666667 0.032 0.028
"عَلَيْهِ" 0 0.036 0.0226666666666667 0 0.00533333333333333 0.036 0.0186666666666667 0.0106666666666667 0.0653333333333333 0.0106666666666667 0.00533333333333333 0.076 0.02 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.024 0.036
"فَلاَ" 0 0.0226666666666667 0.0186666666666667 0 0.00933333333333333 0.0373333333333333 0.02 0.0106666666666667 0.084 0.00266666666666667 0.012 0.076 0.00266666666666667 0 0.0213333333333333 0 0.0213333333333333 0.036
"أَمْ" 0 0.0293333333333333 0.044 0 0.00933333333333333 0.0466666666666667 0.0173333333333333 0.016 0.0533333333333333 0.00266666666666667 0.024 0.0613333333333333 0.00533333333333333 0.00933333333333333 0.0106666666666667 0.00133333333333333 0.0146666666666667 0.028
"حكم" 0.028 0.0106666666666667 0.0173333333333333 0.0213333333333333 0.016 0.0333333333333333 0.008 0.0386666666666667 0.00533333333333333 0.0146666666666667 0.044 0.024 0.0146666666666667 0.00666666666666667 0.0386666666666667 0.036 0.00266666666666667 0.0133333333333333
"وذكر" 0.0386666666666667 0.012 0.012 0.02 0.012 0.02 0.0453333333333333 0.0293333333333333 0.00533333333333333 0.00666666666666667 0.0146666666666667 0.00133333333333333 0.00533333333333333 0.0213333333333333 0.02 0.0506666666666667 0.0266666666666667 0.032
"الخطاب" 0.0426666666666667 0.0173333333333333 0.0186666666666667 0.0226666666666667 0.028 0.016 0.0306666666666667 0.0186666666666667 0.008 0.00666666666666667 0.016 0.00266666666666667 0.004 0.024 0.0373333333333333 0.0373333333333333 0.0266666666666667 0.0133333333333333
"المسألة" 0 0 0 0.00533333333333333 0 0.00266666666666667 0.00933333333333333 0.325333333333333 0 0 0 0 0.00133333333333333 0 0.0186666666666667 0.00266666666666667 0.004 0.00133333333333333
"عطف" 0.044 0 0.0706666666666667 0.004 0.00266666666666667 0.0546666666666667 0.0106666666666667 0.0133333333333333 0.056 0 0.032 0 0 0.004 0.048 0.0266666666666667 0.004 0
"كذا" 0.0306666666666667 0.016 0.00666666666666667 0.0213333333333333 0.012 0.0146666666666667 0.0373333333333333 0.036 0.004 0.00933333333333333 0.0333333333333333 0.00266666666666667 0.0226666666666667 0.0186666666666667 0.0373333333333333 0.0293333333333333 0.0186666666666667 0.02
"نحو" 0.0773333333333333 0.0133333333333333 0.02 0.00666666666666667 0.00666666666666667 0.02 0.0146666666666667 0.008 0.0106666666666667 0.00666666666666667 0.044 0.0133333333333333 0.0133333333333333 0.016 0.00933333333333333 0.0533333333333333 0.02 0.0173333333333333
"إِلَى" 0 0.0213333333333333 0.032 0 0.0333333333333333 0.0293333333333333 0.0133333333333333 0.012 0.0693333333333333 0.00533333333333333 0.012 0.052 0.0186666666666667 0 0.0186666666666667 0.00533333333333333 0.0213333333333333 0.0253333333333333
"أقوال" 0.0133333333333333 0 0 0.00266666666666667 0 0 0.0133333333333333 0.0133333333333333 0.004 0.00266666666666667 0.00133333333333333 0 0 0.288 0.012 0.0106666666666667 0.00533333333333333 0
"المسلمين" 0.012 0.028 0.0106666666666667 0.0306666666666667 0.0133333333333333 0.036 0.0266666666666667 0.0186666666666667 0.0213333333333333 0.00533333333333333 0.0306666666666667 0.008 0.0373333333333333 0.016 0.0186666666666667 0.016 0.0173333333333333 0.02
"بدر" 0.0146666666666667 0.0186666666666667 0.0186666666666667 0.0213333333333333 0.02 0.0213333333333333 0.008 0.00666666666666667 0.016 0.0213333333333333 0.0186666666666667 0.0626666666666667 0.0506666666666667 0.0146666666666667 0.008 0.0133333333333333 0.012 0.0186666666666667
"دليل" 0.0346666666666667 0.00666666666666667 0.04 0.016 0.00666666666666667 0.0493333333333333 0.0186666666666667 0.0146666666666667 0.00266666666666667 0.00266666666666667 0.0186666666666667 0 0.00266666666666667 0.00933333333333333 0.108 0.004 0.00933333333333333 0.02
"الأصنام" 0.0293333333333333 0.0173333333333333 0.016 0.0386666666666667 0.00666666666666667 0.0133333333333333 0.0106666666666667 0.0346666666666667 0.0453333333333333 0.00266666666666667 0.00666666666666667 0.032 0.0213333333333333 0.0306666666666667 0.00266666666666667 0.0226666666666667 0.0106666666666667 0.0213333333333333
"الرابع" 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00666666666666667 0.290666666666667 0.00266666666666667 0.00533333333333333 0.032 0 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0 0.008 0.00133333333333333 0 0
"رجلاً" 0.0133333333333333 0.032 0.0133333333333333 0.036 0.0386666666666667 0.008 0.0266666666666667 0.0173333333333333 0.00666666666666667 0.0186666666666667 0.016 0.016 0.0226666666666667 0.0133333333333333 0.00133333333333333 0.016 0.0346666666666667 0.0306666666666667
"عنده" 0.0226666666666667 0.00933333333333333 0.016 0.024 0.008 0.0333333333333333 0.012 0.012 0.0173333333333333 0.0293333333333333 0.0346666666666667 0.00266666666666667 0.0133333333333333 0.0253333333333333 0.0373333333333333 0.0226666666666667 0.024 0.016
"الكافر" 0.0186666666666667 0.0226666666666667 0.008 0.0306666666666667 0.024 0.016 0.0186666666666667 0.0226666666666667 0.0173333333333333 0.012 0.008 0.048 0.0253333333333333 0.02 0.008 0.0253333333333333 0.00933333333333333 0.024
"سبحانه" 0.004 0.004 0.0293333333333333 0.129333333333333 0.0146666666666667 0.00533333333333333 0.0293333333333333 0.084 0.004 0.00133333333333333 0.012 0 0.00666666666666667 0.00533333333333333 0.00666666666666667 0.00133333333333333 0.0173333333333333 0.004
"فلان" 0.0226666666666667 0.0253333333333333 0.00533333333333333 0.0186666666666667 0.012 0.02 0.0293333333333333 0.0333333333333333 0 0.0213333333333333 0.044 0.00266666666666667 0.028 0.028 0.02 0.02 0.0146666666666667 0.0133333333333333
"هريرة" 0.0106666666666667 0.0573333333333333 0.00133333333333333 0.048 0.0226666666666667 0.00133333333333333 0.06 0.00266666666666667 0 0.016 0.00133333333333333 0 0.00133333333333333 0.0306666666666667 0 0.0133333333333333 0.0693333333333333 0.0226666666666667
"وَلَقَدْ" 0 0.0293333333333333 0.0373333333333333 0 0.0146666666666667 0.036 0.0173333333333333 0.008 0.0613333333333333 0.0106666666666667 0.0173333333333333 0.0586666666666667 0.00133333333333333 0 0.0106666666666667 0 0.0293333333333333 0.0266666666666667
"قَدْ" 0 0.0146666666666667 0.02 0 0.00933333333333333 0.0293333333333333 0.0213333333333333 0.00533333333333333 0.068 0.0453333333333333 0.02 0.0546666666666667 0.00266666666666667 0.00533333333333333 0.0106666666666667 0 0.0226666666666667 0.028
"وهذه" 0.0413333333333333 0.00533333333333333 0.012 0.0173333333333333 0.0133333333333333 0.02 0.0346666666666667 0.0226666666666667 0.008 0.0106666666666667 0.0186666666666667 0.00133333333333333 0.00666666666666667 0.0293333333333333 0.02 0.068 0.0213333333333333 0.00666666666666667
"القاضي" 0.00133333333333333 0.008 0 0.00266666666666667 0 0.00133333333333333 0.0133333333333333 0.0293333333333333 0 0 0.00133333333333333 0.00133333333333333 0 0.008 0.0586666666666667 0.224 0.00266666666666667 0.004
"وكذا" 0.0186666666666667 0.0133333333333333 0.0253333333333333 0.0186666666666667 0.00133333333333333 0.02 0.0226666666666667 0.0226666666666667 0.00533333333333333 0.0106666666666667 0.004 0.00133333333333333 0.004 0.008 0.0306666666666667 0.0213333333333333 0.117333333333333 0.00933333333333333
"التاء" 0.0306666666666667 0.0213333333333333 0.0213333333333333 0.00133333333333333 0.008 0.0146666666666667 0.0226666666666667 0.0106666666666667 0.0413333333333333 0.004 0.0306666666666667 0.00533333333333333 0 0.0506666666666667 0.004 0.0653333333333333 0 0.0213333333333333
"الخبر" 0.0413333333333333 0.0213333333333333 0.028 0.00533333333333333 0.00933333333333333 0.0186666666666667 0.0426666666666667 0.024 0.0106666666666667 0.0146666666666667 0.00933333333333333 0.004 0.00533333333333333 0.0133333333333333 0.0293333333333333 0.0386666666666667 0.008 0.0293333333333333
"بينهما" 0.0213333333333333 0.0133333333333333 0.0426666666666667 0.0213333333333333 0.0226666666666667 0.0226666666666667 0.0106666666666667 0.0213333333333333 0.0253333333333333 0.004 0.024 0.004 0.0173333333333333 0.0306666666666667 0.044 0.00533333333333333 0.0146666666666667 0.008
"عَلَيْكُمْ" 0 0.024 0.0293333333333333 0 0.00666666666666667 0.032 0.02 0.0133333333333333 0.072 0.00666666666666667 0.00933333333333333 0.0626666666666667 0.00666666666666667 0 0.0266666666666667 0.00133333333333333 0.012 0.0306666666666667
"وَإِذَا" 0 0.0293333333333333 0.0346666666666667 0 0.00533333333333333 0.036 0.02 0.0133333333333333 0.064 0.00133333333333333 0.008 0.0586666666666667 0.00533333333333333 0 0.0173333333333333 0 0.0293333333333333 0.028
"ولما" 0.092 0.00666666666666667 0.00933333333333333 0.0226666666666667 0.00533333333333333 0.0426666666666667 0.008 0.0506666666666667 0.012 0 0.0173333333333333 0 0.028 0.008 0.02 0.0186666666666667 0.008 0
"فكيف" 0.016 0.008 0.032 0.0226666666666667 0.012 0.02 0.02 0.06 0.0173333333333333 0.0133333333333333 0.0346666666666667 0.00533333333333333 0.00533333333333333 0.00933333333333333 0.0213333333333333 0.00933333333333333 0.0106666666666667 0.0306666666666667
"فِيهِ" 0 0.0213333333333333 0.028 0 0.0133333333333333 0.0226666666666667 0.012 0.016 0.068 0.0133333333333333 0.00933333333333333 0.048 0.0173333333333333 0 0.0266666666666667 0 0.0213333333333333 0.0306666666666667
"خلقه" 0.016 0.024 0.0186666666666667 0.0346666666666667 0.0346666666666667 0.024 0.0146666666666667 0.0133333333333333 0.02 0.0186666666666667 0.016 0.032 0.0266666666666667 0.004 0.00266666666666667 0.008 0.016 0.0213333333333333
"عبيدة" 0.024 0.024 0 0.00266666666666667 0.0373333333333333 0.00133333333333333 0.036 0.00933333333333333 0 0.008 0.00533333333333333 0 0.008 0.137333333333333 0 0.0306666666666667 0.0106666666666667 0.0106666666666667
"كُنتُمْ" 0 0.0306666666666667 0.0386666666666667 0 0.00133333333333333 0.0306666666666667 0.004 0.0133333333333333 0.088 0.00133333333333333 0.0133333333333333 0.0493333333333333 0.00533333333333333 0 0.0133333333333333 0 0.024 0.032
"نافع" 0.0133333333333333 0.024 0.052 0 0.012 0.0213333333333333 0.0133333333333333 0.00933333333333333 0.00133333333333333 0.00933333333333333 0.00266666666666667 0 0 0.0533333333333333 0 0.064 0.0186666666666667 0.0506666666666667
"وَٱلَّذِينَ" 0 0.0266666666666667 0.0373333333333333 0 0 0.0373333333333333 0.02 0.0186666666666667 0.0693333333333333 0.00133333333333333 0.00933333333333333 0.0533333333333333 0.004 0 0.016 0 0.0213333333333333 0.0306666666666667
"يونس" 0.0133333333333333 0.012 0.00666666666666667 0.016 0.00533333333333333 0.00533333333333333 0.0106666666666667 0.0226666666666667 0 0.137333333333333 0.016 0.00266666666666667 0.00133333333333333 0.0133333333333333 0.012 0.012 0.0413333333333333 0.0173333333333333
"قدر" 0.0146666666666667 0.0186666666666667 0.016 0.028 0.0186666666666667 0.0293333333333333 0.016 0.024 0.0186666666666667 0.004 0.012 0.0213333333333333 0.02 0.0106666666666667 0.0173333333333333 0.0293333333333333 0.016 0.0293333333333333
"كنت" 0.0213333333333333 0.024 0.00933333333333333 0.036 0.0293333333333333 0.00933333333333333 0.0253333333333333 0.0213333333333333 0.00533333333333333 0.016 0.0293333333333333 0.012 0.0173333333333333 0.016 0.008 0.0146666666666667 0.0346666666666667 0.0146666666666667
"البعث" 0.008 0.024 0.0253333333333333 0.028 0.0173333333333333 0.028 0.0133333333333333 0.012 0.0493333333333333 0.004 0.0213333333333333 0.028 0.024 0.028 0.00266666666666667 0.0106666666666667 0.00133333333333333 0.0173333333333333
"آل" 0.0386666666666667 0.0293333333333333 0.008 0.0186666666666667 0.02 0.024 0.0333333333333333 0.0213333333333333 0.00266666666666667 0.004 0.032 0.00533333333333333 0.0213333333333333 0.0266666666666667 0.00666666666666667 0.0213333333333333 0.012 0.016
