"Abu-Hayyan_1" "al-Baghawi_1" "al-Baydawi_1" "al-Khazin_1" "al-Mawardi_1" "al-Nasafi_1" "al-Qurtubi_1" "al-Razi_1" "al-Suyuti_1" "al-Tabari_1" "al-Zamakhshari_1" "Fairuzabadi_1" "Ibn-Abd-al-Salam_1" "Ibn-al-Jawzi_1" "Ibn-Arafa_1" "Ibn-Atiay_1" "Ibn-Kathir_1" "Samarqandi_1"
"فَلا" 0 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.00533333333333333 0 0 0.004 0.0173333333333333 0 0 0.016 0 0 0 0.00133333333333333 0
"فلـما" 0 0 0 0 0 0 0 0 0 0.048 0 0 0 0 0 0 0 0
"فنظر" 0.00133333333333333 0.00533333333333333 0 0.00666666666666667 0.00266666666666667 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0 0.004 0.004 0.00133333333333333 0 0 0.00533333333333333 0.004 0.00666666666666667
"فينا" 0.00133333333333333 0.00133333333333333 0 0.00933333333333333 0.00266666666666667 0.004 0.004 0 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.008 0.004 0.004
"قدمت" 0.008 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00666666666666667 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.008 0.00266666666666667 0
"كافة" 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.004 0 0.00666666666666667 0 0.00266666666666667 0 0.00266666666666667 0.004 0.004 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.008 0.00133333333333333 0.00133333333333333
"كِتَابٌ" 0 0.00133333333333333 0.008 0 0.00533333333333333 0 0 0.00133333333333333 0.00533333333333333 0 0.00133333333333333 0.0106666666666667 0.004 0 0.00666666666666667 0 0 0.004
"كَرِيمٌ" 0 0.00266666666666667 0.00266666666666667 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.012 0.00266666666666667 0.00266666666666667 0.00666666666666667 0.00266666666666667 0 0.00133333333333333 0 0 0.00666666666666667
"لكفار" 0.00666666666666667 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.00933333333333333 0 0 0.0146666666666667 0 0.00533333333333333 0.00133333333333333 0.00133333333333333 0 0.00133333333333333
"لِكُلِّ" 0.00133333333333333 0.00133333333333333 0 0 0.00533333333333333 0.00266666666666667 0.00133333333333333 0 0.00666666666666667 0.00266666666666667 0 0.012 0.00266666666666667 0.00133333333333333 0.00666666666666667 0 0.00266666666666667 0.00133333333333333
"لَّن" 0 0.004 0.00533333333333333 0 0.00133333333333333 0.00533333333333333 0.00133333333333333 0 0.008 0 0.00266666666666667 0.008 0.00133333333333333 0 0 0 0.00266666666666667 0.008
"مدينة" 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.004 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0.00266666666666667 0.00533333333333333
"مرفوعاً" 0.004 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00133333333333333 0 0.00133333333333333 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.004 0 0 0.016 0
"مسلماً" 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.0106666666666667 0.00533333333333333 0.00133333333333333 0 0 0.004 0.00133333333333333
"نـجيح" 0 0 0 0 0 0 0 0 0 0.048 0 0 0 0 0 0 0 0
"وَإِمَّا" 0 0.00133333333333333 0.00666666666666667 0 0 0.00266666666666667 0 0.00533333333333333 0.0106666666666667 0 0 0.00666666666666667 0.00133333333333333 0 0.00533333333333333 0 0.004 0.004
"والشجر" 0 0.00533333333333333 0.004 0.00266666666666667 0.00666666666666667 0.00133333333333333 0.004 0.00266666666666667 0.004 0 0.00266666666666667 0.008 0 0 0 0.00266666666666667 0.00133333333333333 0.00266666666666667
"والنبوة" 0.004 0 0.004 0.008 0.004 0.00266666666666667 0 0.00533333333333333 0 0 0.00133333333333333 0.0106666666666667 0.00266666666666667 0 0 0.00266666666666667 0.00266666666666667 0
"وبعضهم" 0.00133333333333333 0.00266666666666667 0.004 0 0.004 0 0.004 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0.012 0.004 0.00533333333333333 0 0.00266666666666667
"وخبر" 0.008 0.00133333333333333 0.004 0.00133333333333333 0.00133333333333333 0.00933333333333333 0.00266666666666667 0.00133333333333333 0.00533333333333333 0 0.00533333333333333 0 0.00133333333333333 0 0 0.00666666666666667 0 0
"وعلم" 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.004 0 0.004 0.00266666666666667 0.00533333333333333 0 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00266666666666667
"وفتحها" 0.004 0.0106666666666667 0 0 0 0.00133333333333333 0.004 0 0.0186666666666667 0 0.00533333333333333 0 0 0.00133333333333333 0 0.00266666666666667 0 0
"ومتى" 0.00133333333333333 0.00533333333333333 0 0.00266666666666667 0.00266666666666667 0.00266666666666667 0 0.016 0 0.00133333333333333 0 0.00133333333333333 0 0.004 0 0.00933333333333333 0 0.00133333333333333
"يؤدي" 0.00266666666666667 0.004 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.00666666666666667 0 0.00133333333333333 0 0 0.00533333333333333 0.00533333333333333 0.004 0 0.00133333333333333 0.00266666666666667 0 0.00266666666666667
"يرضى" 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.008 0 0.00266666666666667 0 0.008 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00933333333333333 0.00133333333333333 0.004 0 0
"يروا" 0.00933333333333333 0.00133333333333333 0.00133333333333333 0.008 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0 0.00133333333333333 0.00133333333333333 0 0.00533333333333333 0.00133333333333333 0
"يستحق" 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00666666666666667 0.004 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00266666666666667 0 0.004 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00533333333333333 0
"يستلزم" 0 0 0.004 0 0 0 0 0.00133333333333333 0 0 0 0 0 0 0.0426666666666667 0 0 0
"يُضِلُّ" 0 0.00133333333333333 0.004 0 0.00133333333333333 0.00666666666666667 0 0.00133333333333333 0.004 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00933333333333333 0 0 0.00666666666666667
"يعطي" 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00266666666666667 0 0.00133333333333333 0.004 0.00266666666666667 0 0.004 0.00266666666666667 0.00266666666666667 0 0 0.004 0.00533333333333333 0.00933333333333333
"يَفْتَرُونَ" 0 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.004 0 0 0.0146666666666667 0.00266666666666667 0.00266666666666667 0.008 0 0.00133333333333333 0.004 0 0 0.004
"يكاد" 0.00533333333333333 0.00133333333333333 0.00533333333333333 0.00533333333333333 0 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.008 0 0.00266666666666667 0.00266666666666667 0 0.004 0 0.00266666666666667
"يَوْماً" 0 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.00666666666666667 0.00133333333333333 0 0.004 0.004 0.00533333333333333 0.00666666666666667 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00133333333333333 0 0.00533333333333333
"آخرها" 0.004 0.004 0 0.00133333333333333 0.004 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.004 0.00533333333333333 0 0.00133333333333333 0.00133333333333333 0.004 0.00266666666666667 0.00533333333333333 0.00133333333333333
"أَبَداً" 0 0.00266666666666667 0.004 0 0.00133333333333333 0 0.00266666666666667 0.00266666666666667 0.0133333333333333 0 0.00133333333333333 0.008 0.00133333333333333 0 0.00266666666666667 0 0.00266666666666667 0.004
"أَحَدٍ" 0 0.00266666666666667 0.00533333333333333 0 0.00133333333333333 0.00533333333333333 0 0 0.008 0.00133333333333333 0.00533333333333333 0.004 0.004 0 0.004 0 0 0.00533333333333333
"أرأيت" 0.00666666666666667 0.00266666666666667 0 0.00266666666666667 0 0.004 0.00133333333333333 0.00133333333333333 0 0.00933333333333333 0.00533333333333333 0 0.00133333333333333 0.00133333333333333 0 0 0.00666666666666667 0.004
"أعم" 0.004 0 0.004 0.004 0.00533333333333333 0.00133333333333333 0 0.00133333333333333 0 0 0 0 0.00133333333333333 0.00133333333333333 0.0186666666666667 0.00533333333333333 0 0
"أَلا" 0 0.004 0.008 0 0 0.00266666666666667 0 0.004 0.00533333333333333 0 0.004 0.00533333333333333 0.004 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.00533333333333333
"أليس" 0.00133333333333333 0.00666666666666667 0 0.004 0.004 0.00266666666666667 0.00133333333333333 0.00933333333333333 0 0.00133333333333333 0.00266666666666667 0 0 0.00266666666666667 0 0.00266666666666667 0.004 0.004
"أمثال" 0.004 0.00266666666666667 0.004 0.004 0.00133333333333333 0 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.004 0.00666666666666667 0.004 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.00133333333333333
"أموال" 0.004 0.00133333333333333 0 0.004 0.00666666666666667 0.00266666666666667 0.00266666666666667 0 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00666666666666667 0 0 0.00266666666666667 0.004 0.00133333333333333
"أَنَّا" 0 0.00266666666666667 0.004 0.00133333333333333 0 0 0.00133333333333333 0.00133333333333333 0.00533333333333333 0 0 0.012 0.00133333333333333 0 0.00133333333333333 0 0.008 0.008
"أَوَ" 0 0.00666666666666667 0.008 0 0.00133333333333333 0.004 0 0.00266666666666667 0.008 0.00133333333333333 0.00533333333333333 0.004 0 0 0.00133333333333333 0 0 0.004
"أوتوا" 0.00533333333333333 0 0.004 0.00533333333333333 0.004 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.008 0 0.00133333333333333 0.00266666666666667 0.004
"ٱلدِّينِ" 0 0.012 0.00133333333333333 0 0 0.00133333333333333 0.00666666666666667 0 0.012 0 0 0.00933333333333333 0 0 0.00266666666666667 0 0 0.00133333333333333
"ٱلْقَوْمَ" 0 0.004 0.00533333333333333 0 0 0.00266666666666667 0 0.00133333333333333 0.0146666666666667 0 0.00266666666666667 0.008 0 0 0.00133333333333333 0 0.00133333333333333 0.00533333333333333
"ٱلْمُشْرِكِينَ" 0 0.00266666666666667 0 0 0 0.008 0 0 0.0146666666666667 0 0.00133333333333333 0.0106666666666667 0 0 0.00133333333333333 0 0.00533333333333333 0.00266666666666667
"ٱلْمَوْتَىٰ" 0 0.004 0.00266666666666667 0 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.004 0.004 0.012 0 0 0.004 0 0.00666666666666667 0
"إذاً" 0.00266666666666667 0.004 0 0.00933333333333333 0.004 0.00266666666666667 0 0.004 0 0.004 0.004 0 0.00266666666666667 0 0.00133333333333333 0.00533333333333333 0.00266666666666667 0
"ابتدأ" 0.00533333333333333 0.00666666666666667 0 0.00933333333333333 0 0 0.00266666666666667 0.00133333333333333 0 0.00266666666666667 0.00266666666666667 0 0.00266666666666667 0.004 0 0.008 0 0.00133333333333333
"اثنان" 0 0.00266666666666667 0.00266666666666667 0.00666666666666667 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.004 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.004 0.00266666666666667 0 0.00666666666666667
"احتج" 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0 0 0.008 0.012 0 0 0.00133333333333333 0 0 0.00533333333333333 0.008 0.00133333333333333 0.00133333333333333 0.00266666666666667
"استعمال" 0.004 0 0 0 0.00133333333333333 0.004 0.00133333333333333 0.004 0.00133333333333333 0.00133333333333333 0 0 0.00533333333333333 0 0.00933333333333333 0.0106666666666667 0.004 0
"الأتباع" 0 0.004 0.004 0.00933333333333333 0.00133333333333333 0 0.00266666666666667 0 0.00533333333333333 0 0.00266666666666667 0 0.008 0.004 0 0.00133333333333333 0 0.004
"الأجسام" 0.00266666666666667 0 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.0146666666666667 0 0.00133333333333333 0.00533333333333333 0 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.00133333333333333
"الأكثرون" 0.00266666666666667 0.004 0 0.00266666666666667 0 0 0 0.00533333333333333 0 0 0 0 0.004 0.0253333333333333 0.00133333333333333 0 0.00133333333333333 0
"الأكثرين" 0.00266666666666667 0.004 0 0.004 0.008 0 0 0.00266666666666667 0 0 0 0 0.008 0.016 0.00133333333333333 0 0 0
"الألفاظ" 0.00533333333333333 0 0 0.00533333333333333 0 0 0.00266666666666667 0.012 0 0 0 0 0 0.00266666666666667 0.00533333333333333 0.012 0.00133333333333333 0
"الجزية" 0.00533333333333333 0.00133333333333333 0.00666666666666667 0.004 0.00266666666666667 0.00133333333333333 0.00533333333333333 0 0.004 0.00133333333333333 0.00133333333333333 0 0.004 0 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00266666666666667
"الحاجة" 0.00133333333333333 0.00133333333333333 0.004 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00666666666666667 0.00266666666666667 0 0 0 0.00133333333333333 0 0.0133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333
"الذاريات" 0.00133333333333333 0 0 0.00133333333333333 0 0 0.00133333333333333 0.008 0 0.00266666666666667 0.004 0 0.00266666666666667 0.004 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.012
"السادسة" 0.00133333333333333 0 0 0.00266666666666667 0.00133333333333333 0 0.0133333333333333 0.0173333333333333 0 0.00133333333333333 0 0.00533333333333333 0 0.00133333333333333 0 0.00133333333333333 0 0.00133333333333333
"الشريعة" 0.00266666666666667 0.004 0.004 0.004 0 0.00133333333333333 0.00266666666666667 0.00533333333333333 0 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0 0.0106666666666667 0.004 0.00266666666666667 0.00133333333333333
"الشهداء" 0.004 0.00133333333333333 0.00133333333333333 0 0.00666666666666667 0.00666666666666667 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.00266666666666667 0.00266666666666667 0 0 0.00133333333333333 0.004 0.00133333333333333 0.00933333333333333
"الضرب" 0 0.00266666666666667 0 0.00666666666666667 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.004 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.00533333333333333 0.00133333333333333 0.004 0.00533333333333333 0 0.00266666666666667
"الطوفان" 0.00266666666666667 0.008 0.00266666666666667 0.004 0.004 0.00133333333333333 0 0 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.00933333333333333 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.00533333333333333
"الغنى" 0.004 0.00266666666666667 0.00533333333333333 0.00533333333333333 0.004 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.00533333333333333 0 0.00133333333333333 0 0.00133333333333333 0.00533333333333333
"الْكِتَابِ" 0 0.00133333333333333 0 0 0.00933333333333333 0.00133333333333333 0.00133333333333333 0 0.00666666666666667 0 0 0 0.0173333333333333 0 0.008 0 0 0.00133333333333333
"المتقدم" 0.00133333333333333 0 0.00533333333333333 0.00133333333333333 0.00133333333333333 0 0 0.004 0 0 0 0 0.00133333333333333 0.00133333333333333 0.0173333333333333 0.0133333333333333 0 0
"المستقيم" 0.004 0.00133333333333333 0.004 0.00133333333333333 0.004 0.00533333333333333 0 0 0.00133333333333333 0 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00666666666666667 0.004
"الميل" 0.00533333333333333 0.004 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.00266666666666667 0 0.00533333333333333 0.00133333333333333 0 0.00266666666666667 0 0.00266666666666667 0.00133333333333333 0 0.004 0 0.00533333333333333
"الوصية" 0.00266666666666667 0 0.00266666666666667 0.00133333333333333 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.004 0.00133333333333333 0.004 0.00133333333333333 0.00533333333333333 0.004 0 0.00533333333333333
"بالصلاة" 0.004 0 0.00266666666666667 0.008 0.00266666666666667 0 0.00266666666666667 0.004 0.00133333333333333 0 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00666666666666667 0 0.004 0.004
"بحال" 0.004 0.00133333333333333 0.004 0 0 0.008 0.00533333333333333 0.004 0 0 0.00533333333333333 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00533333333333333 0 0.00266666666666667
"بَعْضَ" 0 0.00266666666666667 0.00266666666666667 0 0.00133333333333333 0.00266666666666667 0.00266666666666667 0 0.00666666666666667 0.00133333333333333 0.00266666666666667 0.0133333333333333 0.00133333333333333 0 0.004 0 0 0.00533333333333333
"بِكَ" 0 0.004 0.00266666666666667 0 0.00266666666666667 0.004 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00533333333333333 0 0.004 0.00133333333333333 0.00133333333333333 0.004
"بموسى" 0.00133333333333333 0.00133333333333333 0.00266666666666667 0 0.008 0.00533333333333333 0.004 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0.004 0.00533333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333
"تخصيص" 0.00133333333333333 0.00133333333333333 0 0.004 0 0.00666666666666667 0.00133333333333333 0.00933333333333333 0 0 0 0 0 0.00133333333333333 0.012 0.00666666666666667 0.00133333333333333 0.00133333333333333
"تُرْجَعُونَ" 0 0.00266666666666667 0.004 0.00133333333333333 0 0.004 0.00133333333333333 0.00133333333333333 0.00933333333333333 0.004 0.00133333333333333 0.008 0.00266666666666667 0 0.00266666666666667 0 0 0.004
"تقدر" 0.00266666666666667 0.004 0.004 0.00266666666666667 0 0 0.00533333333333333 0 0.00533333333333333 0.00133333333333333 0 0.008 0 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.00933333333333333
"توبته" 0.00133333333333333 0.004 0 0.004 0.004 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.004 0.00133333333333333 0.00133333333333333 0.00666666666666667 0 0.00533333333333333 0.008 0 0.00266666666666667
"ثالث" 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00933333333333333 0.00266666666666667 0.004 0.004 0.00133333333333333 0 0 0.00133333333333333 0.00133333333333333 0 0.008 0.00266666666666667 0.00266666666666667 0.00133333333333333
"جوابه" 0.00533333333333333 0.00666666666666667 0.004 0.00266666666666667 0 0.00533333333333333 0.00133333333333333 0.00533333333333333 0.00666666666666667 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0
"رَيْبَ" 0 0.00133333333333333 0.00533333333333333 0 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0.00933333333333333 0 0 0.0133333333333333 0.00266666666666667 0 0.00666666666666667 0 0 0.00266666666666667
"زوج" 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00666666666666667 0.004 0.004 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.004
"سبحانك" 0.004 0 0 0.004 0.004 0.00133333333333333 0.00266666666666667 0.00266666666666667 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00666666666666667 0.00266666666666667 0 0.004 0.008 0
"سعة" 0.004 0.004 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00666666666666667 0 0.00266666666666667 0.00266666666666667 0 0.008 0 0.00266666666666667 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0.00266666666666667
"سمى" 0.004 0 0.004 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.008 0 0.004 0.00266666666666667 0 0.0106666666666667 0 0.00133333333333333 0.00266666666666667 0.00266666666666667 0
"شاعر" 0.00266666666666667 0.00133333333333333 0 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.004 0.00266666666666667 0.004 0 0.004 0.004 0 0.00533333333333333 0.00133333333333333 0
"شفاعة" 0.004 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0 0 0.00133333333333333 0.00533333333333333 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.004 0.00266666666666667 0.00266666666666667
"شكر" 0 0.00133333333333333 0.00533333333333333 0.00933333333333333 0.004 0.004 0 0.004 0.00133333333333333 0 0.00533333333333333 0.00266666666666667 0 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0.004
"شهاب" 0.00133333333333333 0.00533333333333333 0 0.004 0.00266666666666667 0.00133333333333333 0.00533333333333333 0 0.00133333333333333 0.00533333333333333 0.00133333333333333 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00933333333333333 0.00133333333333333
"صلاته" 0 0.00133333333333333 0.00133333333333333 0.008 0.00133333333333333 0.004 0.00666666666666667 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00266666666666667 0.00133333333333333
"ظلمة" 0.00133333333333333 0.00533333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00666666666666667 0.00133333333333333 0 0.004 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.008 0 0.00133333333333333 0 0.004 0.00133333333333333
"عمن" 0 0 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.004 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.004 0 0 0.00533333333333333 0 0.00666666666666667 0.004 0.004 0.00266666666666667
"عِندَهُ" 0 0.00133333333333333 0.004 0 0 0.004 0.00133333333333333 0.00133333333333333 0.012 0 0.00133333333333333 0.00533333333333333 0.00266666666666667 0 0.00266666666666667 0 0.008 0.00266666666666667
"غَيْرِ" 0 0.004 0 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00666666666666667 0.004 0 0.00533333333333333 0 0.004 0.00666666666666667
"فأوحى" 0.00133333333333333 0.00933333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0.00266666666666667 0 0.004 0.00266666666666667 0 0.004 0.004 0.00933333333333333
"فَبِأَىّ" 0 0 0.0253333333333333 0 0 0.0173333333333333 0 0 0.004 0 0 0 0 0 0 0 0 0
"فَبِأَىِّ" 0 0.0146666666666667 0 0 0 0.00133333333333333 0 0 0.012 0 0 0 0 0 0 0 0.004 0.0146666666666667
"فَبِأَيِّ" 0 0.00133333333333333 0 0 0.00133333333333333 0.00133333333333333 0 0 0 0 0 0.0413333333333333 0 0 0 0 0.00133333333333333 0
"فقراء" 0.00133333333333333 0.00666666666666667 0.00266666666666667 0.00133333333333333 0 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.004 0.00133333333333333 0.00133333333333333 0.008 0.004 0 0.00266666666666667 0.00133333333333333 0 0.00266666666666667
"فَمَنِ" 0 0.00133333333333333 0.00133333333333333 0 0 0.00266666666666667 0.00266666666666667 0 0.0146666666666667 0 0.00133333333333333 0.004 0.00533333333333333 0 0.00533333333333333 0.00133333333333333 0.00533333333333333 0.00133333333333333
"قاتل" 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.004 0.00133333333333333 0.00133333333333333 0.004 0.00133333333333333 0.00133333333333333 0 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00266666666666667 0.004
"قبيلة" 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.004 0.00666666666666667 0.00133333333333333 0 0 0.00266666666666667 0.004 0 0 0.008 0.00133333333333333 0 0.00666666666666667 0 0
"كونها" 0.004 0 0 0.00133333333333333 0.00133333333333333 0 0 0.0173333333333333 0 0 0.00266666666666667 0 0.00133333333333333 0.00266666666666667 0.0146666666666667 0 0 0.00133333333333333
"لعدم" 0.00266666666666667 0 0.00933333333333333 0 0.00533333333333333 0.00133333333333333 0 0.004 0.008 0 0.004 0 0.00266666666666667 0 0.00666666666666667 0.00266666666666667 0 0
"لمّا" 0.00266666666666667 0.00666666666666667 0 0.00133333333333333 0 0 0.004 0 0.004 0 0.00266666666666667 0 0 0.0186666666666667 0.004 0.00266666666666667 0 0
"مطلق" 0.00266666666666667 0 0.004 0.00266666666666667 0 0.00133333333333333 0 0.00533333333333333 0 0 0 0 0 0 0.0293333333333333 0 0.00133333333333333 0
"مُلْكُ" 0 0.00266666666666667 0.00666666666666667 0 0 0.00666666666666667 0.00133333333333333 0 0.008 0.00133333333333333 0 0.00666666666666667 0.00133333333333333 0.004 0.004 0 0 0.004
"منزلاً" 0 0 0 0.00266666666666667 0.00133333333333333 0 0 0 0.00266666666666667 0.004 0 0.02 0.00266666666666667 0.00266666666666667 0 0.00133333333333333 0.00666666666666667 0.00266666666666667
"مواضع" 0.00266666666666667 0.00133333333333333 0 0 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00666666666666667 0 0.00533333333333333 0.00533333333333333 0.004 0.004 0 0
"نؤمن" 0.00666666666666667 0 0.00266666666666667 0.008 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.00933333333333333 0 0.00533333333333333 0.00133333333333333 0.00133333333333333 0 0.00533333333333333
"والقدرة" 0.008 0 0.004 0.004 0.00133333333333333 0 0 0.00666666666666667 0.00133333333333333 0 0 0.00533333333333333 0.00133333333333333 0.004 0.00533333333333333 0 0 0.00533333333333333
"وبعد" 0.00266666666666667 0.00133333333333333 0 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.004 0.00666666666666667 0.00266666666666667 0.00133333333333333 0.00666666666666667 0 0.00666666666666667 0.004 0.00266666666666667 0.00133333333333333
"وتارة" 0.004 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0 0.00933333333333333 0.00133333333333333 0 0.00133333333333333 0 0.00266666666666667 0.004 0.0106666666666667 0 0.00666666666666667 0
"وثمود" 0.004 0.00666666666666667 0.00266666666666667 0.00533333333333333 0 0.00266666666666667 0.00133333333333333 0.004 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.004 0 0.00266666666666667 0.00133333333333333 0.00666666666666667
"وجعلنا" 0.004 0.00133333333333333 0.00266666666666667 0.0133333333333333 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0 0.004 0.00133333333333333 0.00133333333333333 0.00933333333333333 0 0.00133333333333333 0.00133333333333333 0
