"Abu-Hayyan_1" "al-Baghawi_1" "al-Baydawi_1" "al-Khazin_1" "al-Mawardi_1" "al-Nasafi_1" "al-Qurtubi_1" "al-Razi_1" "al-Suyuti_1" "al-Tabari_1" "al-Zamakhshari_1" "Fairuzabadi_1" "Ibn-Abd-al-Salam_1" "Ibn-al-Jawzi_1" "Ibn-Arafa_1" "Ibn-Atiay_1" "Ibn-Kathir_1" "Samarqandi_1"
"جهنم" 0.0186666666666667 0.00933333333333333 0.008 0.0453333333333333 0.0493333333333333 0.012 0.0266666666666667 0.0146666666666667 0.0146666666666667 0.0226666666666667 0.0213333333333333 0.028 0.0306666666666667 0.0226666666666667 0.00266666666666667 0.0373333333333333 0.0213333333333333 0.012
"ألا" 0.0386666666666667 0.016 0 0.0346666666666667 0.0173333333333333 0.024 0.0466666666666667 0.028 0.00133333333333333 0.0173333333333333 0.048 0.00666666666666667 0.008 0.0226666666666667 0.0106666666666667 0.032 0.024 0.02
"الشرك" 0.0106666666666667 0.024 0.024 0.0306666666666667 0.024 0.0346666666666667 0.00933333333333333 0.012 0.0293333333333333 0.016 0.0133333333333333 0.0453333333333333 0.032 0.0173333333333333 0.004 0.00666666666666667 0.0133333333333333 0.0493333333333333
"دليل" 0.0306666666666667 0.0106666666666667 0.0426666666666667 0.028 0.00933333333333333 0.0386666666666667 0.0293333333333333 0.0226666666666667 0.00133333333333333 0 0.024 0 0.00533333333333333 0.008 0.0933333333333333 0.02 0.00533333333333333 0.0266666666666667
"أنفسهم" 0.02 0.0186666666666667 0.0226666666666667 0.0466666666666667 0.0253333333333333 0.0386666666666667 0.00933333333333333 0.016 0.0186666666666667 0.016 0.04 0.0133333333333333 0.0333333333333333 0.008 0.0106666666666667 0.0226666666666667 0.016 0.0186666666666667
"بهذا" 0.0293333333333333 0.016 0.016 0.0333333333333333 0.0173333333333333 0.0173333333333333 0.0253333333333333 0.0533333333333333 0.0133333333333333 0.00933333333333333 0.00933333333333333 0.0173333333333333 0.00266666666666667 0.0373333333333333 0.0253333333333333 0.0253333333333333 0.032 0.0133333333333333
"رب" 0.0253333333333333 0.0186666666666667 0.00533333333333333 0.0466666666666667 0.024 0.0146666666666667 0.0226666666666667 0.016 0.00533333333333333 0.00133333333333333 0.0253333333333333 0.0373333333333333 0.0106666666666667 0.004 0.008 0.028 0.04 0.0586666666666667
"فكان" 0.024 0.016 0.00133333333333333 0.032 0.0346666666666667 0.016 0.0293333333333333 0.0546666666666667 0.00533333333333333 0.028 0.028 0.00133333333333333 0.0173333333333333 0.012 0.0173333333333333 0.0293333333333333 0.0306666666666667 0.0146666666666667
"هَـٰذَا" 0 0.044 0.0426666666666667 0 0 0.044 0.02 0.024 0.00266666666666667 0.00266666666666667 0.0293333333333333 0.084 0.00666666666666667 0 0.00666666666666667 0 0.0426666666666667 0.0426666666666667
"وَهُمْ" 0 0.0253333333333333 0.032 0 0.00133333333333333 0.0266666666666667 0.008 0.012 0.0866666666666667 0.008 0.0133333333333333 0.044 0.0373333333333333 0 0.0426666666666667 0.00266666666666667 0.0213333333333333 0.0306666666666667
"المدينة" 0.0306666666666667 0.0373333333333333 0.012 0.032 0.0133333333333333 0.0173333333333333 0.0333333333333333 0.00533333333333333 0.0106666666666667 0.0146666666666667 0.02 0.0293333333333333 0.028 0.0346666666666667 0.00266666666666667 0.0186666666666667 0.02 0.0293333333333333
"ربه" 0.0213333333333333 0.00666666666666667 0.0146666666666667 0.0493333333333333 0.04 0.0266666666666667 0.0106666666666667 0.0146666666666667 0.008 0.032 0.024 0.0413333333333333 0.0106666666666667 0.00933333333333333 0.004 0.012 0.024 0.04
"فيهم" 0.0213333333333333 0.0226666666666667 0.0186666666666667 0.0293333333333333 0.0426666666666667 0.024 0.0173333333333333 0.0173333333333333 0.024 0.00933333333333333 0.0226666666666667 0.016 0.0213333333333333 0.0293333333333333 0.0133333333333333 0.028 0.024 0.00666666666666667
"الآيات" 0.0386666666666667 0.012 0.0306666666666667 0.028 0.016 0.0306666666666667 0.0133333333333333 0.0426666666666667 0.016 0.0173333333333333 0.0226666666666667 0.00266666666666667 0.0106666666666667 0.0213333333333333 0.0106666666666667 0.04 0.0213333333333333 0.012
"الكافر" 0.0226666666666667 0.032 0.012 0.0253333333333333 0.0306666666666667 0.0173333333333333 0.0213333333333333 0.0373333333333333 0.0173333333333333 0.012 0.016 0.0333333333333333 0.0213333333333333 0.012 0.00933333333333333 0.02 0.0173333333333333 0.0293333333333333
"فلان" 0.012 0.028 0.008 0.028 0.0106666666666667 0.02 0.0173333333333333 0.0333333333333333 0.00533333333333333 0.04 0.0386666666666667 0.004 0.032 0.0293333333333333 0.0173333333333333 0.0213333333333333 0.0226666666666667 0.0186666666666667
"سمعت" 0.00533333333333333 0.028 0.00533333333333333 0.0146666666666667 0.0133333333333333 0.00933333333333333 0.036 0.00533333333333333 0.00133333333333333 0.144 0.00666666666666667 0.004 0.004 0.00933333333333333 0.004 0.012 0.0653333333333333 0.0173333333333333
"دين" 0.0173333333333333 0.02 0.004 0.0253333333333333 0.02 0.02 0.012 0.0186666666666667 0.0213333333333333 0.012 0.0213333333333333 0.0906666666666667 0.0186666666666667 0.012 0.00533333333333333 0.0146666666666667 0.008 0.0413333333333333
"علـى" 0 0 0 0 0 0 0.00133333333333333 0 0 0.381333333333333 0 0 0 0 0 0 0 0
"بدل" 0.0493333333333333 0.00266666666666667 0.0826666666666667 0.00266666666666667 0.00133333333333333 0.048 0.0186666666666667 0.008 0.076 0 0.0413333333333333 0.00266666666666667 0.00533333333333333 0.004 0.008 0.0253333333333333 0.004 0.00133333333333333
"يحتمل" 0.024 0 0.0253333333333333 0.00933333333333333 0.108 0.00133333333333333 0.012 0.036 0 0.00266666666666667 0.016 0 0.004 0.004 0.0346666666666667 0.0933333333333333 0.004 0.00666666666666667
"يزيد" 0.008 0.0226666666666667 0.00266666666666667 0.00533333333333333 0.012 0.00933333333333333 0.028 0.00266666666666667 0.004 0.186666666666667 0 0.00533333333333333 0.00666666666666667 0.004 0.00133333333333333 0.00666666666666667 0.0626666666666667 0.0133333333333333
"المال" 0.0133333333333333 0.0186666666666667 0.016 0.02 0.0186666666666667 0.016 0.0226666666666667 0.024 0.0186666666666667 0.008 0.0253333333333333 0.0413333333333333 0.0306666666666667 0.016 0.0253333333333333 0.0333333333333333 0.012 0.02
"عما" 0.0133333333333333 0.008 0.0533333333333333 0.04 0.012 0.0333333333333333 0.0146666666666667 0.02 0.016 0.024 0.032 0.00933333333333333 0.0186666666666667 0.0133333333333333 0.0146666666666667 0.0186666666666667 0.0186666666666667 0.02
"قتل" 0.032 0.0186666666666667 0.012 0.02 0.0253333333333333 0.0386666666666667 0.0186666666666667 0.00933333333333333 0.0186666666666667 0.012 0.028 0.0173333333333333 0.032 0.012 0.0226666666666667 0.028 0.0186666666666667 0.016
"وَلَوْ" 0 0.0266666666666667 0.028 0 0.008 0.0266666666666667 0.012 0.00666666666666667 0.0746666666666667 0.0173333333333333 0.02 0.0533333333333333 0.0173333333333333 0.00133333333333333 0.04 0.00266666666666667 0.024 0.0213333333333333
"الياء" 0.0373333333333333 0.0186666666666667 0.0186666666666667 0.00533333333333333 0.004 0.0186666666666667 0.0386666666666667 0.0106666666666667 0.024 0.00133333333333333 0.0106666666666667 0.00533333333333333 0.00133333333333333 0.0653333333333333 0.00666666666666667 0.0866666666666667 0 0.0253333333333333
"جعفر" 0.032 0.0586666666666667 0 0.00266666666666667 0.0186666666666667 0 0.0266666666666667 0.00266666666666667 0 0.0933333333333333 0.00666666666666667 0 0.00133333333333333 0.0266666666666667 0.008 0.0413333333333333 0.0426666666666667 0.0173333333333333
"ملك" 0.016 0.0266666666666667 0.016 0.0453333333333333 0.016 0.00666666666666667 0.00933333333333333 0.012 0.012 0.012 0.02 0.0373333333333333 0.0373333333333333 0.012 0.0146666666666667 0.0293333333333333 0.0253333333333333 0.0306666666666667
"نحو" 0.0626666666666667 0.0106666666666667 0.0106666666666667 0.008 0.00666666666666667 0.036 0.0146666666666667 0.0106666666666667 0.00666666666666667 0.008 0.044 0.024 0.008 0.0146666666666667 0.0106666666666667 0.0626666666666667 0.02 0.02
"بعده" 0.028 0.0133333333333333 0.032 0.02 0.0173333333333333 0.028 0.0226666666666667 0.0253333333333333 0.032 0.00666666666666667 0.0213333333333333 0.00266666666666667 0.024 0.0133333333333333 0.032 0.0186666666666667 0.0253333333333333 0.0146666666666667
"حَتَّىٰ" 0 0.0266666666666667 0.0306666666666667 0 0.00133333333333333 0.0186666666666667 0.0106666666666667 0.00933333333333333 0.076 0.00266666666666667 0.004 0.0626666666666667 0.0226666666666667 0.00533333333333333 0.0426666666666667 0.00266666666666667 0.0266666666666667 0.0346666666666667
"أبا" 0.00666666666666667 0.0333333333333333 0.004 0.0306666666666667 0.0213333333333333 0.00666666666666667 0.0226666666666667 0.00933333333333333 0.00133333333333333 0.052 0.008 0.0373333333333333 0.0173333333333333 0.0146666666666667 0.0173333333333333 0.016 0.056 0.02
"بكسر" 0.0386666666666667 0.0213333333333333 0.0186666666666667 0.004 0.012 0.0133333333333333 0.0253333333333333 0.012 0.0413333333333333 0.00666666666666667 0.0173333333333333 0.00533333333333333 0.00266666666666667 0.048 0 0.068 0 0.04
"فَلاَ" 0 0.0253333333333333 0.036 0 0.00533333333333333 0.028 0.0133333333333333 0.0146666666666667 0.064 0.004 0.0146666666666667 0.072 0.00266666666666667 0 0.02 0.00133333333333333 0.032 0.04
"ذهب" 0.0346666666666667 0.028 0.004 0.0266666666666667 0.0213333333333333 0.008 0.0333333333333333 0.0106666666666667 0.00533333333333333 0.0213333333333333 0.0186666666666667 0.008 0.0186666666666667 0.052 0.00533333333333333 0.0213333333333333 0.0333333333333333 0.0213333333333333
"طريق" 0.0306666666666667 0.0266666666666667 0.0173333333333333 0.024 0.00933333333333333 0.0186666666666667 0.012 0.0146666666666667 0.0373333333333333 0.004 0.02 0.0226666666666667 0.02 0.00666666666666667 0.0186666666666667 0.0173333333333333 0.048 0.024
"وَإِذَا" 0 0.0266666666666667 0.032 0 0.00533333333333333 0.0186666666666667 0.0253333333333333 0.0173333333333333 0.0746666666666667 0.00266666666666667 0.00133333333333333 0.0653333333333333 0.016 0.00266666666666667 0.0346666666666667 0.00133333333333333 0.0226666666666667 0.0253333333333333
"ومجاهد" 0.048 0.02 0 0.008 0.072 0 0.0333333333333333 0.00533333333333333 0 0 0 0 0.004 0.0746666666666667 0.004 0.0493333333333333 0.0413333333333333 0.012
"مّن" 0 0 0.0786666666666667 0 0.00133333333333333 0.0613333333333333 0 0.0306666666666667 0.0813333333333333 0.004 0.0346666666666667 0 0 0 0 0 0 0.0786666666666667
"ٱلَّذِى" 0 0.036 0.0466666666666667 0 0 0.048 0 0.0253333333333333 0.12 0 0.02 0.00266666666666667 0.00133333333333333 0 0 0 0.0373333333333333 0.032
"كعب" 0.012 0.028 0.00133333333333333 0.024 0.0413333333333333 0.00266666666666667 0.0266666666666667 0.004 0.00533333333333333 0.0306666666666667 0.004 0.0146666666666667 0.00666666666666667 0.0506666666666667 0 0.044 0.0493333333333333 0.0226666666666667
"نوح" 0.0213333333333333 0.0173333333333333 0.0106666666666667 0.0346666666666667 0.016 0.0333333333333333 0.0173333333333333 0.0186666666666667 0.0186666666666667 0.0106666666666667 0.012 0.0373333333333333 0.0173333333333333 0.028 0 0.032 0.0106666666666667 0.032
"الأصنام" 0.016 0.0293333333333333 0.0226666666666667 0.0453333333333333 0.00933333333333333 0.012 0.00933333333333333 0.02 0.0546666666666667 0.00266666666666667 0.008 0.04 0.02 0.0173333333333333 0.00266666666666667 0.02 0.012 0.0253333333333333
"محذوف" 0.088 0.00133333333333333 0.076 0.004 0.00133333333333333 0.0586666666666667 0.0146666666666667 0.0133333333333333 0.032 0 0.0373333333333333 0 0.00266666666666667 0.008 0.00933333333333333 0.02 0 0
"إِلَّا" 0.00266666666666667 0.00666666666666667 0.00133333333333333 0.004 0.00666666666666667 0.004 0.00533333333333333 0.00266666666666667 0.0813333333333333 0.00533333333333333 0.008 0.00533333333333333 0.0866666666666667 0.00533333333333333 0.132 0 0.00266666666666667 0.00533333333333333
"الثانية" 0.0146666666666667 0.0133333333333333 0.0146666666666667 0.012 0.0133333333333333 0.008 0.0546666666666667 0.124 0.04 0.00266666666666667 0.008 0.00133333333333333 0.008 0.00666666666666667 0.0146666666666667 0.0146666666666667 0.00933333333333333 0.00533333333333333
"المسلمين" 0.0186666666666667 0.0293333333333333 0.012 0.0253333333333333 0.0226666666666667 0.0173333333333333 0.0306666666666667 0.0173333333333333 0.0173333333333333 0.008 0.0186666666666667 0.008 0.0346666666666667 0.0186666666666667 0.0173333333333333 0.0173333333333333 0.0266666666666667 0.024
"الكلبي" 0.0226666666666667 0.0653333333333333 0 0.0106666666666667 0.133333333333333 0 0.00533333333333333 0.0133333333333333 0 0.00133333333333333 0.00133333333333333 0 0.00533333333333333 0.00266666666666667 0 0.004 0.00266666666666667 0.0946666666666667
"بدر" 0.0213333333333333 0.0226666666666667 0.0186666666666667 0.0213333333333333 0.024 0.0173333333333333 0.012 0.004 0.0146666666666667 0.0133333333333333 0.0213333333333333 0.056 0.036 0.00933333333333333 0.00533333333333333 0.024 0.024 0.0173333333333333
"كَفَرُواْ" 0 0.0413333333333333 0.0266666666666667 0 0.008 0.0293333333333333 0.008 0.012 0.092 0.00266666666666667 0.0133333333333333 0.0653333333333333 0.0133333333333333 0 0.0106666666666667 0 0.00533333333333333 0.0346666666666667
"أوجه" 0.00266666666666667 0 0 0 0.314666666666667 0.00266666666666667 0.00666666666666667 0.008 0 0 0.008 0 0 0.00266666666666667 0.012 0.004 0 0
"الخبر" 0.0346666666666667 0.0186666666666667 0.0333333333333333 0.00933333333333333 0.00533333333333333 0.028 0.032 0.0133333333333333 0.008 0.024 0.0133333333333333 0.004 0.012 0.016 0.02 0.0333333333333333 0.0106666666666667 0.0453333333333333
"حمزة" 0.00666666666666667 0.0333333333333333 0.0693333333333333 0.00133333333333333 0.00533333333333333 0.0506666666666667 0.008 0.0133333333333333 0 0.0106666666666667 0 0.00266666666666667 0.00133333333333333 0.052 0.00666666666666667 0.0213333333333333 0.0106666666666667 0.068
"أنزل" 0.0306666666666667 0.0146666666666667 0.0146666666666667 0.0386666666666667 0.0226666666666667 0.028 0.012 0.0253333333333333 0.00666666666666667 0.0253333333333333 0.0293333333333333 0.016 0.00666666666666667 0.016 0.024 0.0106666666666667 0.0133333333333333 0.0253333333333333
"فَلَمَّا" 0 0.0173333333333333 0.028 0 0.0146666666666667 0.0253333333333333 0.008 0.00933333333333333 0.0773333333333333 0.008 0.016 0.0413333333333333 0.02 0 0.0386666666666667 0.00266666666666667 0.0173333333333333 0.0346666666666667
"أقوال" 0.0346666666666667 0 0 0.00133333333333333 0.004 0.00133333333333333 0.00933333333333333 0.00933333333333333 0.004 0.00133333333333333 0.00133333333333333 0 0 0.272 0.0106666666666667 0.00533333333333333 0.00266666666666667 0
"المسألة" 0.004 0.00133333333333333 0 0.008 0 0.00133333333333333 0.008 0.309333333333333 0 0 0.00266666666666667 0 0 0.00266666666666667 0.0173333333333333 0.00133333333333333 0.00133333333333333 0
"عليّ" 0.0373333333333333 0.0186666666666667 0 0.008 0.04 0.016 0.068 0.00133333333333333 0.00533333333333333 0.0906666666666667 0.036 0 0 0.016 0.004 0.00266666666666667 0.004 0.00933333333333333
"بَلْ" 0 0.0253333333333333 0.0226666666666667 0 0.00666666666666667 0.0213333333333333 0.012 0.016 0.06 0.0106666666666667 0.0226666666666667 0.0573333333333333 0.016 0.004 0.0173333333333333 0.00133333333333333 0.0253333333333333 0.0373333333333333
"كله" 0.0146666666666667 0.024 0.00933333333333333 0.0293333333333333 0.0133333333333333 0.024 0.0293333333333333 0.00133333333333333 0.008 0.0213333333333333 0.012 0.00533333333333333 0.0253333333333333 0.004 0.0186666666666667 0.0693333333333333 0.0266666666666667 0.02
"فكيف" 0.0213333333333333 0.0106666666666667 0.0173333333333333 0.0306666666666667 0.012 0.0266666666666667 0.0133333333333333 0.0586666666666667 0.02 0.00933333333333333 0.048 0.00533333333333333 0.004 0.024 0.0173333333333333 0.008 0.0106666666666667 0.0173333333333333
"الخطاب" 0.052 0.028 0.0266666666666667 0.0213333333333333 0.0293333333333333 0.012 0.024 0.0106666666666667 0.012 0.008 0.0133333333333333 0.00133333333333333 0.00266666666666667 0.0186666666666667 0.032 0.0213333333333333 0.0293333333333333 0.0106666666666667
"وذكر" 0.0413333333333333 0.0106666666666667 0.00666666666666667 0.0266666666666667 0.0133333333333333 0.0133333333333333 0.052 0.02 0.00666666666666667 0.008 0.012 0.00266666666666667 0.004 0.0333333333333333 0.0226666666666667 0.0386666666666667 0.016 0.0253333333333333
"السموات" 0.012 0.0173333333333333 0.0133333333333333 0.0746666666666667 0.0226666666666667 0.00266666666666667 0.0186666666666667 0.0306666666666667 0.00666666666666667 0.024 0.00933333333333333 0.04 0.0146666666666667 0.0266666666666667 0 0 0.016 0.0213333333333333
"عطف" 0.0386666666666667 0 0.0653333333333333 0.00533333333333333 0 0.0466666666666667 0.0186666666666667 0.008 0.0493333333333333 0.00266666666666667 0.0453333333333333 0 0 0.00266666666666667 0.0346666666666667 0.02 0.008 0.004
"عطاء" 0.00933333333333333 0.064 0.00133333333333333 0.008 0.0306666666666667 0 0.02 0.012 0 0.0426666666666667 0.0133333333333333 0.004 0.00666666666666667 0.0546666666666667 0.004 0.0133333333333333 0.0493333333333333 0.0133333333333333
"نفس" 0.0186666666666667 0.004 0.00533333333333333 0.0173333333333333 0.0226666666666667 0.0266666666666667 0.0226666666666667 0.0213333333333333 0.016 0.012 0.0173333333333333 0.0253333333333333 0.0133333333333333 0.016 0.056 0.0266666666666667 0.0106666666666667 0.0146666666666667
"البعث" 0.0173333333333333 0.0226666666666667 0.02 0.0373333333333333 0.0106666666666667 0.032 0.0106666666666667 0.0186666666666667 0.028 0.004 0.0146666666666667 0.0253333333333333 0.032 0.0306666666666667 0.00133333333333333 0.0133333333333333 0.00533333333333333 0.0213333333333333
"كذا" 0.0306666666666667 0.016 0.00666666666666667 0.0213333333333333 0.0106666666666667 0.0226666666666667 0.0346666666666667 0.0213333333333333 0.004 0.0173333333333333 0.0293333333333333 0.004 0.0133333333333333 0.0133333333333333 0.028 0.0306666666666667 0.0173333333333333 0.024
"كنت" 0.0133333333333333 0.0266666666666667 0.0106666666666667 0.044 0.0186666666666667 0.012 0.0413333333333333 0.0133333333333333 0 0.02 0.0173333333333333 0.0146666666666667 0.0133333333333333 0.016 0.00933333333333333 0.0186666666666667 0.028 0.028
"وَإِن" 0 0.0253333333333333 0.0266666666666667 0 0.012 0.04 0.016 0.0226666666666667 0.056 0.00666666666666667 0.012 0.0533333333333333 0.00933333333333333 0 0.0146666666666667 0 0.0253333333333333 0.0253333333333333
"القوم" 0.028 0.0266666666666667 0.012 0.036 0.008 0.0133333333333333 0.0146666666666667 0.0413333333333333 0.004 0.0346666666666667 0.00933333333333333 0.0133333333333333 0.00533333333333333 0.0226666666666667 0.008 0.024 0.0133333333333333 0.0293333333333333
"جهل" 0.0146666666666667 0.0146666666666667 0.012 0.008 0.0333333333333333 0.00533333333333333 0.012 0.00933333333333333 0.012 0.0106666666666667 0.00933333333333333 0.0946666666666667 0.0293333333333333 0.0226666666666667 0.00666666666666667 0.0173333333333333 0.012 0.0173333333333333
"آل" 0.02 0.0186666666666667 0.00933333333333333 0.028 0.0213333333333333 0.0226666666666667 0.0386666666666667 0.0253333333333333 0.004 0.0146666666666667 0.0413333333333333 0.008 0.0146666666666667 0.0173333333333333 0.00533333333333333 0.0146666666666667 0.0253333333333333 0.0106666666666667
"القاضي" 0.008 0.0106666666666667 0 0.00533333333333333 0.00266666666666667 0 0.008 0.024 0 0 0 0 0 0.012 0.048 0.214666666666667 0.00266666666666667 0.004
"رواية" 0.0226666666666667 0.012 0.00533333333333333 0.0546666666666667 0.00533333333333333 0.004 0.0133333333333333 0.0146666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0 0.036 0.00266666666666667 0.0306666666666667 0.0373333333333333 0.0946666666666667
"كُنتُمْ" 0 0.0346666666666667 0.04 0 0.00133333333333333 0.0306666666666667 0.00266666666666667 0.028 0.0653333333333333 0.00266666666666667 0.00933333333333333 0.056 0.00666666666666667 0 0.012 0 0.0173333333333333 0.0333333333333333
"وتعالى" 0.004 0.00666666666666667 0.0493333333333333 0.132 0.00133333333333333 0.00266666666666667 0.0213333333333333 0.024 0.00133333333333333 0.016 0.004 0.00133333333333333 0.008 0 0.00533333333333333 0.00133333333333333 0.0533333333333333 0.008
"المؤمن" 0.0146666666666667 0.024 0.012 0.0333333333333333 0.02 0.0186666666666667 0.02 0.0146666666666667 0.0106666666666667 0.012 0.02 0.0226666666666667 0.04 0.02 0.00266666666666667 0.0173333333333333 0.0173333333333333 0.0186666666666667
"قل" 0.028 0.0173333333333333 0.0146666666666667 0.0706666666666667 0.00933333333333333 0.016 0.00933333333333333 0.004 0.008 0.0186666666666667 0.0133333333333333 0.0146666666666667 0.00266666666666667 0.0266666666666667 0.0106666666666667 0.044 0.008 0.0226666666666667
"وهذه" 0.036 0.00133333333333333 0.004 0.0186666666666667 0.012 0.0173333333333333 0.028 0.0226666666666667 0.00933333333333333 0.008 0.02 0.00133333333333333 0.00266666666666667 0.028 0.0186666666666667 0.076 0.0226666666666667 0.0106666666666667
"إلاّ" 0.0586666666666667 0.0386666666666667 0 0.0186666666666667 0.0106666666666667 0.008 0.00933333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.08 0 0.00266666666666667 0.0386666666666667 0.0573333333333333 0.00266666666666667 0 0.004
"الرابع" 0.00133333333333333 0 0.00266666666666667 0.00933333333333333 0.268 0 0.00266666666666667 0.0306666666666667 0 0 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00266666666666667 0
"قبله" 0.0386666666666667 0.00666666666666667 0.024 0.016 0.0106666666666667 0.028 0.016 0.0146666666666667 0.056 0.00266666666666667 0.032 0.004 0.00933333333333333 0.00533333333333333 0.0346666666666667 0.016 0.00933333333333333 0.012
"لَمْ" 0 0.0146666666666667 0.024 0 0.0106666666666667 0.0226666666666667 0.012 0.016 0.056 0.00933333333333333 0.016 0.044 0.016 0.008 0.0346666666666667 0.00133333333333333 0.028 0.0226666666666667
"نصب" 0.0413333333333333 0.0186666666666667 0.0173333333333333 0.00133333333333333 0 0.044 0.0546666666666667 0.0106666666666667 0.00666666666666667 0.0106666666666667 0.0373333333333333 0 0.00133333333333333 0.0186666666666667 0.00933333333333333 0.052 0.004 0.00533333333333333
"وأصحابه" 0.00666666666666667 0.0133333333333333 0.004 0.02 0.004 0.00533333333333333 0.0146666666666667 0.00133333333333333 0.012 0.008 0.0133333333333333 0.177333333333333 0.0146666666666667 0.0106666666666667 0.00133333333333333 0.004 0.00933333333333333 0.0133333333333333
"يعقوب" 0.016 0.0373333333333333 0.028 0.012 0.00933333333333333 0.016 0.0213333333333333 0.00666666666666667 0.008 0.06 0.00666666666666667 0.012 0.00933333333333333 0.0253333333333333 0.012 0.0146666666666667 0.0226666666666667 0.016
"الوجه" 0.02 0.00933333333333333 0.016 0.0226666666666667 0.0266666666666667 0.00933333333333333 0.0106666666666667 0.102666666666667 0.00666666666666667 0.00933333333333333 0.0253333333333333 0 0.00666666666666667 0.008 0.012 0.016 0.024 0.00666666666666667
"بهذه" 0.0173333333333333 0.008 0.004 0.0333333333333333 0.008 0.0226666666666667 0.0133333333333333 0.0773333333333333 0.00266666666666667 0.00533333333333333 0.0133333333333333 0.00133333333333333 0.00933333333333333 0.0146666666666667 0.0213333333333333 0.048 0.0186666666666667 0.0133333333333333
"بيان" 0.02 0.00266666666666667 0.0586666666666667 0.00933333333333333 0.0106666666666667 0.0306666666666667 0.012 0.052 0.032 0.00266666666666667 0.0293333333333333 0.016 0.0133333333333333 0.0133333333333333 0.00666666666666667 0.00533333333333333 0.004 0.0133333333333333
"رجلاً" 0.0133333333333333 0.032 0.0106666666666667 0.0346666666666667 0.0213333333333333 0.00933333333333333 0.0226666666666667 0.0106666666666667 0.00533333333333333 0.0173333333333333 0.0186666666666667 0.0173333333333333 0.02 0.008 0.00133333333333333 0.00933333333333333 0.036 0.044
"لقوله" 0.036 0.0173333333333333 0.0466666666666667 0.02 0.00533333333333333 0.0186666666666667 0.028 0.0333333333333333 0.008 0.00533333333333333 0.012 0.004 0.0213333333333333 0.0106666666666667 0.0426666666666667 0.00533333333333333 0.008 0.00933333333333333
"مصدر" 0.056 0.00533333333333333 0.0413333333333333 0 0.00133333333333333 0.04 0.012 0.0106666666666667 0.044 0.012 0.024 0 0.008 0.0253333333333333 0.00933333333333333 0.0293333333333333 0.00533333333333333 0.008
"هريرة" 0.00666666666666667 0.048 0 0.064 0.0266666666666667 0.00133333333333333 0.0333333333333333 0.00266666666666667 0 0.0106666666666667 0 0 0.00133333333333333 0.0253333333333333 0 0.0186666666666667 0.0786666666666667 0.0146666666666667
"إِنَّمَا" 0 0.0146666666666667 0.04 0 0.00666666666666667 0.0266666666666667 0.0106666666666667 0.016 0.0626666666666667 0.00133333333333333 0.016 0.0253333333333333 0.0173333333333333 0.00133333333333333 0.044 0.00266666666666667 0.016 0.0293333333333333
"التاء" 0.0346666666666667 0.0226666666666667 0.0213333333333333 0.00266666666666667 0.00533333333333333 0.0173333333333333 0.04 0.008 0.0293333333333333 0.00666666666666667 0.024 0 0 0.0333333333333333 0.00266666666666667 0.052 0 0.0306666666666667
"سبحانه" 0.008 0.00533333333333333 0.0413333333333333 0.136 0.00666666666666667 0.00133333333333333 0.0213333333333333 0.0666666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0.004 0.00133333333333333 0.00666666666666667 0.00266666666666667 0.0186666666666667 0.004
"وكذا" 0.0186666666666667 0.00533333333333333 0.00933333333333333 0.0133333333333333 0.00266666666666667 0.0306666666666667 0.0373333333333333 0.024 0.00533333333333333 0.00666666666666667 0.00933333333333333 0.00133333333333333 0 0.0133333333333333 0.024 0.008 0.110666666666667 0.00933333333333333
"كلها" 0.0253333333333333 0.0213333333333333 0.0173333333333333 0.02 0.02 0.008 0.0253333333333333 0.012 0.008 0.0106666666666667 0.02 0.0213333333333333 0.0293333333333333 0 0.0173333333333333 0.036 0.0133333333333333 0.0226666666666667
"نافع" 0.00666666666666667 0.028 0.0506666666666667 0 0.004 0.0186666666666667 0.0106666666666667 0.00666666666666667 0 0.008 0.004 0.00133333333333333 0.00133333333333333 0.056 0.00133333333333333 0.0653333333333333 0.0226666666666667 0.0426666666666667
"عنده" 0.0266666666666667 0.0226666666666667 0.016 0.02 0.012 0.024 0.0106666666666667 0.0106666666666667 0.0146666666666667 0.0266666666666667 0.028 0.00266666666666667 0.016 0.0173333333333333 0.0253333333333333 0.0253333333333333 0.0173333333333333 0.008
"يونس" 0.00533333333333333 0.0146666666666667 0.00533333333333333 0.00933333333333333 0.00933333333333333 0.004 0.0146666666666667 0.012 0.00133333333333333 0.129333333333333 0.016 0.00133333333333333 0.00266666666666667 0.0106666666666667 0.0106666666666667 0.0133333333333333 0.0493333333333333 0.0146666666666667
"بلا" 0.0133333333333333 0.00933333333333333 0.02 0.0133333333333333 0 0.0253333333333333 0.008 0.00266666666666667 0.028 0.00533333333333333 0.0133333333333333 0.104 0.0106666666666667 0.0106666666666667 0.0226666666666667 0.00666666666666667 0.0133333333333333 0.016
"فَمَا" 0 0.02 0.0293333333333333 0 0.00666666666666667 0.0213333333333333 0.00666666666666667 0.00666666666666667 0.064 0.0106666666666667 0.00266666666666667 0.04 0.032 0.004 0.0253333333333333 0.00133333333333333 0.02 0.032
