"Abu-Hayyan_1" "al-Baghawi_1" "al-Baydawi_1" "al-Khazin_1" "al-Mawardi_1" "al-Nasafi_1" "al-Qurtubi_1" "al-Razi_1" "al-Suyuti_1" "al-Zamakhshari_1" "Fairuzabadi_1" "Ibn-Abd-al-Salam_1" "Ibn-al-Jawzi_1" "Ibn-Arafa_1" "Ibn-Atiya_1" "Samarqandi_1"
"حالهم" 0.00533333333333333 0.00133333333333333 0.024 0.00933333333333333 0.00666666666666667 0.012 0.00133333333333333 0.00666666666666667 0.00933333333333333 0.012 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.012 0.00933333333333333
"سنين" 0.004 0.0146666666666667 0.00266666666666667 0.0146666666666667 0.008 0.00266666666666667 0.0133333333333333 0.00533333333333333 0.00666666666666667 0.008 0.008 0.0186666666666667 0.004 0 0.00266666666666667 0.00266666666666667
"عقوبة" 0.00533333333333333 0.008 0 0.00533333333333333 0.008 0.00533333333333333 0.00533333333333333 0.00133333333333333 0.004 0.00266666666666667 0.0253333333333333 0.016 0 0.00933333333333333 0.00133333333333333 0.0186666666666667
"عَنْهُ" 0 0.00666666666666667 0.0106666666666667 0 0.00133333333333333 0.00266666666666667 0.012 0.008 0.024 0.00533333333333333 0.0213333333333333 0.00266666666666667 0 0.00266666666666667 0.00133333333333333 0.0173333333333333
"فصار" 0.00666666666666667 0.00266666666666667 0.00666666666666667 0.0106666666666667 0.024 0.00933333333333333 0.00933333333333333 0.0106666666666667 0.00133333333333333 0.004 0.00533333333333333 0.008 0.00133333333333333 0.008 0.00133333333333333 0.00666666666666667
"وَ" 0 0 0.00133333333333333 0 0 0 0 0 0.108 0 0 0 0 0.00533333333333333 0 0.00133333333333333
"وفتح" 0.016 0.0133333333333333 0.00666666666666667 0.004 0 0.00666666666666667 0.00933333333333333 0.00266666666666667 0.00933333333333333 0.00133333333333333 0 0.00133333333333333 0.0186666666666667 0 0.0253333333333333 0.00133333333333333
"ولكنه" 0.00666666666666667 0.00666666666666667 0.00133333333333333 0.008 0.00133333333333333 0.00933333333333333 0.0106666666666667 0.0106666666666667 0.00133333333333333 0.0173333333333333 0 0.004 0.012 0.008 0.008 0.0106666666666667
"يأكل" 0.004 0.0106666666666667 0.00133333333333333 0.00933333333333333 0.00533333333333333 0.00933333333333333 0.004 0.008 0.00266666666666667 0.00533333333333333 0.008 0.0106666666666667 0.00666666666666667 0.0133333333333333 0.00933333333333333 0.008
"يديه" 0.004 0.008 0.00666666666666667 0.0173333333333333 0.00666666666666667 0.004 0.0106666666666667 0.00133333333333333 0.004 0.0146666666666667 0.00133333333333333 0.0133333333333333 0.00533333333333333 0.00133333333333333 0.00933333333333333 0.008
"أظهر" 0.00933333333333333 0.008 0.00666666666666667 0.00666666666666667 0.00666666666666667 0.00933333333333333 0.00666666666666667 0.00933333333333333 0.00133333333333333 0.0106666666666667 0.00133333333333333 0.012 0.004 0.00666666666666667 0.0106666666666667 0.00533333333333333
"إحدى" 0.00133333333333333 0.008 0.00933333333333333 0.00533333333333333 0.00533333333333333 0.00933333333333333 0.0106666666666667 0.004 0.0133333333333333 0.00533333333333333 0 0.00933333333333333 0.00133333333333333 0.00133333333333333 0.004 0.0266666666666667
"الابتداء" 0.016 0.00266666666666667 0.008 0.00133333333333333 0 0.0133333333333333 0.00533333333333333 0.004 0 0.0226666666666667 0 0.00133333333333333 0.004 0.004 0.0146666666666667 0.0173333333333333
"البشر" 0.016 0.00266666666666667 0.00266666666666667 0.0106666666666667 0.008 0.008 0.00533333333333333 0.00933333333333333 0.004 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.0346666666666667 0
"الجماعة" 0.012 0.00133333333333333 0 0.00666666666666667 0.0106666666666667 0.008 0.0146666666666667 0.00533333333333333 0.004 0 0 0.0106666666666667 0.008 0.00666666666666667 0.0146666666666667 0.012
"الربيع" 0.00666666666666667 0.0146666666666667 0 0.008 0.04 0.00266666666666667 0.008 0.00133333333333333 0 0 0 0.00533333333333333 0.008 0.004 0.0133333333333333 0.00266666666666667
"بَيْنَهُمْ" 0 0.0133333333333333 0.012 0 0.00266666666666667 0.008 0.00666666666666667 0.00133333333333333 0.028 0.00266666666666667 0.0173333333333333 0.004 0 0.004 0 0.0146666666666667
"رأوا" 0.004 0.00933333333333333 0.00266666666666667 0.0186666666666667 0.00533333333333333 0.00933333333333333 0.00666666666666667 0.008 0.00666666666666667 0.0106666666666667 0.00266666666666667 0.0133333333333333 0.00133333333333333 0 0.00666666666666667 0.00933333333333333
"ضعيف" 0.0146666666666667 0.00133333333333333 0.008 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00933333333333333 0.0226666666666667 0.00133333333333333 0.00133333333333333 0 0.00533333333333333 0.00133333333333333 0.008 0.0253333333333333 0.00666666666666667
"عنكم" 0.00266666666666667 0.00933333333333333 0.00533333333333333 0.0146666666666667 0.004 0.0173333333333333 0.00133333333333333 0.00133333333333333 0.0133333333333333 0.004 0.008 0.00533333333333333 0.012 0.00266666666666667 0.00266666666666667 0.0106666666666667
"كَمَا" 0 0.008 0.00933333333333333 0 0.00266666666666667 0.0106666666666667 0.00933333333333333 0.004 0.0213333333333333 0.00933333333333333 0.012 0.00133333333333333 0 0.012 0 0.0146666666666667
"واعلم" 0 0.00266666666666667 0.00133333333333333 0.00533333333333333 0 0 0 0.0973333333333333 0 0 0 0 0.004 0.00266666666666667 0 0.00133333333333333
"وترك" 0.008 0.00666666666666667 0.004 0.012 0.004 0.00666666666666667 0.0106666666666667 0.016 0.00666666666666667 0.00666666666666667 0.008 0.00933333333333333 0.00266666666666667 0.00266666666666667 0.008 0.00266666666666667
"يعبدون" 0.004 0.00933333333333333 0.004 0.016 0.004 0.00666666666666667 0.008 0 0.008 0.00533333333333333 0.0173333333333333 0.016 0.00133333333333333 0 0.00666666666666667 0.008
"يعرف" 0.008 0.00533333333333333 0.00533333333333333 0.008 0.00266666666666667 0.004 0.00933333333333333 0.0186666666666667 0.00133333333333333 0.00666666666666667 0.0106666666666667 0.00533333333333333 0.00533333333333333 0.00533333333333333 0.008 0.0106666666666667
"أثر" 0.00533333333333333 0.00666666666666667 0.004 0.0106666666666667 0 0.008 0.008 0.008 0.00533333333333333 0.0213333333333333 0.004 0.004 0.00666666666666667 0.008 0.004 0.00933333333333333
"أَنَاْ" 0 0.0146666666666667 0.012 0 0 0.008 0.00533333333333333 0.00933333333333333 0.02 0.00533333333333333 0.0213333333333333 0.008 0 0 0 0.00933333333333333
"الأعلى" 0.004 0.00533333333333333 0.00933333333333333 0.00666666666666667 0.008 0.008 0.016 0.0106666666666667 0.00266666666666667 0.00533333333333333 0.012 0.00266666666666667 0.008 0.00266666666666667 0.00666666666666667 0.00533333333333333
"الزيادة" 0.00266666666666667 0.00666666666666667 0.0133333333333333 0.008 0.00266666666666667 0.00133333333333333 0.008 0.008 0.004 0.008 0.008 0.008 0.00266666666666667 0.0146666666666667 0.012 0.00533333333333333
"القمر" 0.0133333333333333 0.00933333333333333 0.00133333333333333 0.00533333333333333 0.00533333333333333 0.00666666666666667 0.00933333333333333 0.00666666666666667 0.00266666666666667 0.008 0.00533333333333333 0.004 0.0106666666666667 0.00133333333333333 0.00933333333333333 0.0146666666666667
"المسلمون" 0.008 0.012 0.00133333333333333 0.004 0.00666666666666667 0.00533333333333333 0.012 0.008 0.004 0.00933333333333333 0 0.0266666666666667 0.008 0.00133333333333333 0.00266666666666667 0.004
"بلى" 0.00533333333333333 0.00933333333333333 0.00533333333333333 0.0173333333333333 0.0133333333333333 0.008 0.00266666666666667 0.00266666666666667 0.004 0.012 0.00133333333333333 0.00933333333333333 0.012 0 0.00666666666666667 0.004
"بي" 0.00933333333333333 0.0146666666666667 0.004 0.00933333333333333 0.00666666666666667 0.008 0.00533333333333333 0.004 0.004 0.00933333333333333 0.0133333333333333 0.00666666666666667 0.00666666666666667 0 0.004 0.008
"تأويل" 0.016 0 0.008 0.004 0.0266666666666667 0.00666666666666667 0.00666666666666667 0.00666666666666667 0 0.00666666666666667 0 0.00533333333333333 0 0.00666666666666667 0.0146666666666667 0.00533333333333333
"صاحبه" 0.004 0.012 0.00266666666666667 0.016 0.008 0.00533333333333333 0.008 0.00666666666666667 0.00266666666666667 0.0106666666666667 0.00266666666666667 0.00933333333333333 0.00666666666666667 0.00666666666666667 0.004 0.008
"صالحاً" 0.00933333333333333 0.00666666666666667 0.004 0.0106666666666667 0.00933333333333333 0.00266666666666667 0.00666666666666667 0.00533333333333333 0.004 0.00933333333333333 0.012 0.00933333333333333 0.004 0 0.008 0.012
"فلو" 0.016 0.00266666666666667 0 0.004 0.004 0 0.004 0.04 0.00266666666666667 0.004 0 0.00133333333333333 0 0.0253333333333333 0.00266666666666667 0.00666666666666667
"قرية" 0.0133333333333333 0.00933333333333333 0.004 0.016 0.00666666666666667 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.004 0.00933333333333333 0.00933333333333333 0.012 0 0.0133333333333333 0.004
"كأنهم" 0.00266666666666667 0.00666666666666667 0.00666666666666667 0.008 0.00266666666666667 0.0186666666666667 0.00133333333333333 0.008 0.00533333333333333 0.0226666666666667 0.00933333333333333 0.00266666666666667 0.012 0.00133333333333333 0.004 0.00133333333333333
"لغتان" 0.008 0.0213333333333333 0.00666666666666667 0.00133333333333333 0.00533333333333333 0.008 0.0106666666666667 0.00266666666666667 0.008 0.00133333333333333 0 0 0.0173333333333333 0.00133333333333333 0.008 0.0133333333333333
"نبياً" 0.00666666666666667 0.00933333333333333 0.00666666666666667 0.0146666666666667 0.008 0.008 0.00266666666666667 0.00666666666666667 0.004 0.012 0.00533333333333333 0.0146666666666667 0.00533333333333333 0 0.00533333333333333 0.004
"وسائر" 0.00266666666666667 0.004 0.00933333333333333 0.00933333333333333 0.00133333333333333 0.00666666666666667 0.004 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.0386666666666667 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.0133333333333333 0.00266666666666667
"أصحابه" 0.004 0.02 0.004 0.0106666666666667 0.008 0.00133333333333333 0.0133333333333333 0 0.00533333333333333 0.00666666666666667 0.00533333333333333 0.008 0.004 0.00266666666666667 0.00533333333333333 0.0133333333333333
"الصحيح" 0.0106666666666667 0 0.00133333333333333 0.016 0 0.004 0.028 0.00533333333333333 0 0.00666666666666667 0 0 0.00133333333333333 0.0226666666666667 0.016 0
"المغرب" 0.004 0.008 0.00533333333333333 0.004 0.00933333333333333 0.00933333333333333 0.008 0.00666666666666667 0.004 0.0106666666666667 0.0133333333333333 0.0146666666666667 0.00666666666666667 0.00533333333333333 0.00133333333333333 0.00133333333333333
"المغيرة" 0.00266666666666667 0.0106666666666667 0.00133333333333333 0.004 0.0133333333333333 0.004 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.0226666666666667 0.0133333333333333 0.016 0.00133333333333333 0.004 0.00666666666666667
"النجوم" 0.00666666666666667 0.004 0.004 0.004 0.0213333333333333 0.008 0.008 0.004 0 0.00266666666666667 0.012 0.0106666666666667 0.00533333333333333 0.00266666666666667 0.008 0.0106666666666667
"ببعض" 0.012 0.00533333333333333 0.00933333333333333 0.012 0.00533333333333333 0.0106666666666667 0.00533333333333333 0.00533333333333333 0.008 0.00666666666666667 0.00666666666666667 0.0106666666666667 0.008 0.00266666666666667 0.00266666666666667 0.00133333333333333
"رسولاً" 0.00533333333333333 0.008 0.00266666666666667 0.00933333333333333 0.012 0.00266666666666667 0.012 0.008 0.00133333333333333 0.00666666666666667 0.012 0.0133333333333333 0.00266666666666667 0 0.00666666666666667 0.00933333333333333
"عاقبة" 0.004 0.004 0.0146666666666667 0.016 0.00133333333333333 0.0133333333333333 0.00266666666666667 0.004 0.0146666666666667 0.00933333333333333 0.00266666666666667 0.00133333333333333 0.008 0.004 0.00266666666666667 0.00933333333333333
"فِرْعَوْنَ" 0 0.0186666666666667 0.0173333333333333 0 0.00133333333333333 0.012 0.00666666666666667 0.00533333333333333 0.0186666666666667 0.00266666666666667 0.016 0 0 0.004 0 0.00933333333333333
"كلما" 0.00666666666666667 0.004 0.00133333333333333 0.0133333333333333 0.00933333333333333 0.00666666666666667 0.00533333333333333 0.0106666666666667 0.004 0.00533333333333333 0.00533333333333333 0.016 0.00533333333333333 0.00666666666666667 0.004 0.008
"مجرى" 0.0133333333333333 0 0.0173333333333333 0.00666666666666667 0.00266666666666667 0.016 0.00266666666666667 0.012 0.004 0.0146666666666667 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00666666666666667 0.008 0.00133333333333333
"مِنكُمْ" 0 0.008 0.008 0 0.00666666666666667 0.0146666666666667 0.008 0.00266666666666667 0.0293333333333333 0.004 0.0213333333333333 0.00133333333333333 0 0.004 0 0.004
"والأول" 0.008 0.0133333333333333 0.004 0.00266666666666667 0.004 0.00933333333333333 0.00533333333333333 0.0253333333333333 0.004 0 0 0 0.004 0.012 0.0146666666666667 0.00533333333333333
"والقمر" 0.004 0.00666666666666667 0.00533333333333333 0.004 0.008 0.008 0.0106666666666667 0.008 0.00933333333333333 0.00666666666666667 0.0106666666666667 0.0106666666666667 0.008 0.00133333333333333 0.004 0.00666666666666667
"يَشَآءُ" 0 0.0133333333333333 0 0 0.00666666666666667 0.00666666666666667 0.00266666666666667 0 0.0173333333333333 0.004 0.044 0.00666666666666667 0 0.0106666666666667 0 0
"يَقُولُونَ" 0 0.004 0.016 0 0.004 0.0186666666666667 0.004 0.004 0.028 0.004 0.0173333333333333 0.004 0 0.00133333333333333 0 0.00666666666666667
"الخروج" 0.004 0.004 0.00666666666666667 0.00933333333333333 0.00533333333333333 0.00933333333333333 0.00266666666666667 0.00266666666666667 0.004 0.0133333333333333 0.0106666666666667 0.008 0.00533333333333333 0.008 0.00266666666666667 0.0146666666666667
"السجود" 0.004 0.008 0.00266666666666667 0.008 0.00533333333333333 0.00133333333333333 0.008 0.00266666666666667 0.00533333333333333 0.004 0.00533333333333333 0.012 0.004 0.0186666666666667 0.00533333333333333 0.016
"الفجر" 0.00533333333333333 0.008 0.00533333333333333 0.004 0.008 0.0146666666666667 0.00666666666666667 0.00533333333333333 0.00266666666666667 0.00666666666666667 0.0106666666666667 0.016 0.004 0.00133333333333333 0.004 0.008
"المبالغة" 0.0186666666666667 0.00133333333333333 0.0106666666666667 0.00533333333333333 0 0.00266666666666667 0.004 0.0226666666666667 0 0.008 0 0.00533333333333333 0.00133333333333333 0.0146666666666667 0.012 0.004
"الوعد" 0.008 0.00133333333333333 0.0213333333333333 0.00666666666666667 0.004 0.0106666666666667 0.004 0.00666666666666667 0.00533333333333333 0.0133333333333333 0.00933333333333333 0.004 0.00133333333333333 0.00133333333333333 0.0106666666666667 0.00266666666666667
"تسعة" 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00933333333333333 0.0133333333333333 0.004 0.00266666666666667 0.00533333333333333 0.0106666666666667 0.02 0.008 0.0146666666666667 0.00266666666666667 0.00266666666666667 0.00533333333333333
"قيس" 0.00666666666666667 0.00933333333333333 0.00266666666666667 0.004 0.0106666666666667 0.00133333333333333 0.012 0.00266666666666667 0.00133333333333333 0 0.012 0.00933333333333333 0.012 0.00133333333333333 0.0186666666666667 0.00666666666666667
"مبالغة" 0.0106666666666667 0.00133333333333333 0.032 0.00133333333333333 0.00533333333333333 0.00666666666666667 0.00133333333333333 0.004 0.00666666666666667 0.008 0 0.008 0 0.00666666666666667 0.0186666666666667 0
"مَعَ" 0 0.00666666666666667 0.008 0 0.004 0.012 0.00133333333333333 0.00133333333333333 0.032 0.00133333333333333 0.0213333333333333 0.004 0.00266666666666667 0.00666666666666667 0 0.00933333333333333
"منع" 0.008 0.004 0.00266666666666667 0.004 0.016 0.00933333333333333 0.00266666666666667 0.004 0.00266666666666667 0.0133333333333333 0 0.008 0.00133333333333333 0.02 0.00933333333333333 0.00533333333333333
"والنار" 0.00266666666666667 0.00266666666666667 0.00933333333333333 0.0133333333333333 0.0106666666666667 0.0106666666666667 0.00666666666666667 0.00666666666666667 0.008 0.00133333333333333 0.012 0.012 0.004 0 0.00266666666666667 0.008
"وغيرهما" 0.012 0.00533333333333333 0 0.00266666666666667 0 0.0106666666666667 0.0306666666666667 0.004 0.0146666666666667 0.004 0 0 0.004 0.00533333333333333 0.0173333333333333 0
"وقومه" 0.00133333333333333 0.0106666666666667 0.00666666666666667 0.0173333333333333 0.00266666666666667 0.016 0.004 0.004 0.008 0.00133333333333333 0.02 0.00266666666666667 0.00666666666666667 0 0.004 0.00533333333333333
"يقوم" 0.008 0.00266666666666667 0.00266666666666667 0.008 0.00133333333333333 0.00533333333333333 0.00933333333333333 0.00933333333333333 0.00266666666666667 0.00666666666666667 0.012 0.016 0.012 0.00133333333333333 0.004 0.00933333333333333
"التفسير" 0.012 0.00666666666666667 0 0.0133333333333333 0.00266666666666667 0.00533333333333333 0.0186666666666667 0.0133333333333333 0 0.00133333333333333 0 0 0.0213333333333333 0.00533333333333333 0.004 0.00533333333333333
"الشديد" 0.00266666666666667 0.00533333333333333 0.004 0.00933333333333333 0.008 0.016 0.00933333333333333 0.0146666666666667 0.004 0.00933333333333333 0.00133333333333333 0.00533333333333333 0.00933333333333333 0 0.004 0.00666666666666667
"الشهادة" 0.00933333333333333 0 0.00533333333333333 0.00933333333333333 0 0.008 0.00933333333333333 0.00933333333333333 0.008 0.00666666666666667 0.004 0.00533333333333333 0.00933333333333333 0.0133333333333333 0.004 0.008
"الغيب" 0.00666666666666667 0.008 0.00266666666666667 0.012 0 0.0146666666666667 0.004 0.00933333333333333 0.004 0.004 0.00666666666666667 0.0133333333333333 0.00533333333333333 0.00133333333333333 0.012 0.00533333333333333
"الكفرة" 0.0106666666666667 0 0.0186666666666667 0 0.00266666666666667 0.00933333333333333 0.00533333333333333 0.008 0 0.0133333333333333 0.00266666666666667 0.004 0.004 0 0.0306666666666667 0
"بنات" 0.00133333333333333 0.00933333333333333 0.00533333333333333 0.00533333333333333 0.004 0.00533333333333333 0.008 0.004 0.012 0.0106666666666667 0.0173333333333333 0.008 0.00533333333333333 0 0.004 0.00933333333333333
"حكى" 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.004 0.0106666666666667 0.0306666666666667 0 0.00933333333333333 0 0 0.00266666666666667 0.0213333333333333 0.012 0.00266666666666667
"ذكرت" 0.00933333333333333 0.008 0.004 0.00666666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.012 0.00266666666666667 0.004 0.032 0.004 0.00266666666666667 0.004 0.00666666666666667 0.00666666666666667
"رأس" 0.008 0.00533333333333333 0.00266666666666667 0.0106666666666667 0.00533333333333333 0.00666666666666667 0.008 0.008 0 0.0173333333333333 0 0.008 0.0173333333333333 0.00666666666666667 0.00266666666666667 0.00266666666666667
"رسوله" 0.008 0.00533333333333333 0.00533333333333333 0.012 0.0133333333333333 0.0106666666666667 0.00933333333333333 0.00933333333333333 0.00266666666666667 0.00266666666666667 0.00666666666666667 0.00933333333333333 0.004 0.00133333333333333 0.00533333333333333 0.004
"صح" 0.0133333333333333 0 0.0146666666666667 0.00666666666666667 0 0.0186666666666667 0.00266666666666667 0.0106666666666667 0 0.0146666666666667 0 0 0.004 0.0146666666666667 0.00933333333333333 0
"قوة" 0.00666666666666667 0.00533333333333333 0.012 0.016 0.00666666666666667 0.004 0 0.0106666666666667 0.00266666666666667 0 0.00266666666666667 0.00933333333333333 0 0.004 0.0106666666666667 0.0186666666666667
"كذبوا" 0.00533333333333333 0.008 0.00266666666666667 0.016 0.004 0.008 0.00533333333333333 0.004 0.00533333333333333 0.00666666666666667 0.0146666666666667 0.00533333333333333 0.00133333333333333 0 0.0106666666666667 0.012
"كلامه" 0.02 0.00266666666666667 0.00933333333333333 0.004 0.012 0.00533333333333333 0.00533333333333333 0.008 0.004 0.00666666666666667 0 0.00666666666666667 0 0.016 0.004 0.00533333333333333
"لهذا" 0.016 0.00266666666666667 0.004 0.012 0.00933333333333333 0.004 0.0106666666666667 0.02 0 0.004 0.00133333333333333 0.00133333333333333 0.0106666666666667 0.008 0.00266666666666667 0.00266666666666667
"وأجاب" 0 0 0.00133333333333333 0 0.00133333333333333 0 0.00133333333333333 0.004 0.00133333333333333 0.00133333333333333 0 0 0 0.0986666666666667 0 0
"والتقدير" 0.024 0 0.00533333333333333 0.00133333333333333 0 0.0133333333333333 0.012 0.0306666666666667 0 0.00133333333333333 0.00133333333333333 0 0 0.00933333333333333 0.0106666666666667 0
"أخرجه" 0.00266666666666667 0.004 0.00266666666666667 0.076 0 0 0.012 0 0 0 0 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00133333333333333 0
"أرسل" 0.008 0.00933333333333333 0.004 0.0146666666666667 0.00266666666666667 0.004 0.008 0.0173333333333333 0.00266666666666667 0.004 0.004 0.00933333333333333 0.004 0 0.00533333333333333 0.0106666666666667
"أَفَلاَ" 0 0.0106666666666667 0.012 0 0.00133333333333333 0.0146666666666667 0.00266666666666667 0.00133333333333333 0.0173333333333333 0.00266666666666667 0.0266666666666667 0 0 0.008 0 0.0106666666666667
"البيان" 0.0106666666666667 0 0.00533333333333333 0.00533333333333333 0.00266666666666667 0.00533333333333333 0.00933333333333333 0.00533333333333333 0.004 0.00666666666666667 0.0106666666666667 0.00533333333333333 0.00266666666666667 0.024 0.008 0.00266666666666667
"السماوات" 0.00533333333333333 0.00133333333333333 0 0 0 0.032 0 0.004 0 0 0 0.008 0.00533333333333333 0.0173333333333333 0.024 0.0106666666666667
"القاف" 0.008 0.0133333333333333 0.004 0 0.00133333333333333 0.00666666666666667 0.00533333333333333 0 0.00933333333333333 0.004 0 0 0.02 0 0.0306666666666667 0.00533333333333333
"بِٱلْحَقِّ" 0 0.00666666666666667 0.00533333333333333 0 0 0.0133333333333333 0.00666666666666667 0.004 0.032 0.00133333333333333 0.0253333333333333 0 0 0.00533333333333333 0 0.008
"بطن" 0.00933333333333333 0.00533333333333333 0.00666666666666667 0.008 0.012 0.00266666666666667 0.0106666666666667 0.00666666666666667 0.00266666666666667 0 0.00133333333333333 0.02 0.00933333333333333 0 0.004 0.00933333333333333
"علمت" 0.00933333333333333 0.00533333333333333 0.008 0.004 0.004 0.00533333333333333 0.004 0.008 0.004 0.004 0.0106666666666667 0.00666666666666667 0.008 0.00133333333333333 0.008 0.0173333333333333
"لَهَا" 0 0.00666666666666667 0.0146666666666667 0 0.00133333333333333 0.0133333333333333 0.00533333333333333 0.00533333333333333 0.024 0.00533333333333333 0.0186666666666667 0.00133333333333333 0.00133333333333333 0.00266666666666667 0 0.008
"ماذا" 0.00533333333333333 0.00533333333333333 0.004 0.0106666666666667 0.00266666666666667 0.00533333333333333 0.00533333333333333 0.00666666666666667 0.00533333333333333 0.00533333333333333 0.0173333333333333 0.004 0.012 0.004 0.00666666666666667 0.008
"نسخ" 0.00666666666666667 0.008 0.00533333333333333 0.004 0.00533333333333333 0.00533333333333333 0.00533333333333333 0.00533333333333333 0.00133333333333333 0.00533333333333333 0.004 0.016 0.00666666666666667 0.02 0.00533333333333333 0.004
"وجواب" 0.008 0.00266666666666667 0.012 0.0106666666666667 0.004 0.016 0.004 0.00133333333333333 0.024 0.00266666666666667 0 0.00266666666666667 0.00666666666666667 0.00266666666666667 0.00666666666666667 0.004
"وفيها" 0.008 0 0.00666666666666667 0.00666666666666667 0.0213333333333333 0.00533333333333333 0.00933333333333333 0.008 0 0.00666666666666667 0 0.00533333333333333 0.016 0.0106666666666667 0.004 0
"أحوال" 0.0106666666666667 0.00133333333333333 0.012 0.0146666666666667 0 0.008 0.00533333333333333 0.0386666666666667 0 0.00533333333333333 0 0.00666666666666667 0 0 0 0.004
"أكبر" 0.0106666666666667 0.0106666666666667 0.00533333333333333 0.00933333333333333 0.00666666666666667 0.008 0.00933333333333333 0.004 0.00133333333333333 0.012 0.00133333333333333 0.0133333333333333 0.00266666666666667 0.004 0.004 0.004
"أيديهم" 0.00933333333333333 0.004 0.008 0.008 0.008 0.004 0.00666666666666667 0.004 0.00133333333333333 0.00933333333333333 0.004 0.012 0.012 0.00133333333333333 0.004 0.0106666666666667
"ٱلنَّاسُ" 0 0.012 0.00666666666666667 0 0 0.008 0.00533333333333333 0.012 0.0226666666666667 0.004 0.008 0 0 0.0146666666666667 0 0.0133333333333333
"اختلف" 0.00666666666666667 0 0.008 0.00533333333333333 0.0186666666666667 0.004 0.012 0.008 0.00133333333333333 0 0 0.00266666666666667 0.00133333333333333 0.0133333333333333 0.024 0.00133333333333333
"الضلالة" 0.00533333333333333 0.004 0.008 0.012 0.004 0.00933333333333333 0.00133333333333333 0 0.0146666666666667 0.00533333333333333 0.0173333333333333 0.008 0 0.00266666666666667 0.00133333333333333 0.0133333333333333
"المقصود" 0.00666666666666667 0 0.028 0.00933333333333333 0.004 0.00133333333333333 0.00133333333333333 0.0333333333333333 0.004 0.00133333333333333 0 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.008 0
"ثمانية" 0.00666666666666667 0.008 0.00533333333333333 0.0106666666666667 0.0106666666666667 0.00666666666666667 0.00266666666666667 0.00533333333333333 0.004 0.00533333333333333 0.00133333333333333 0.012 0.0173333333333333 0.00266666666666667 0.00266666666666667 0.00533333333333333
"جاءت" 0.00933333333333333 0.0106666666666667 0.008 0.008 0.00266666666666667 0.008 0.00933333333333333 0.004 0.00133333333333333 0.00666666666666667 0 0 0.008 0.00533333333333333 0.012 0.0133333333333333
"حرم" 0.0146666666666667 0.004 0.008 0.00666666666666667 0.00266666666666667 0.00933333333333333 0.004 0.004 0.00266666666666667 0.00266666666666667 0.0146666666666667 0.008 0 0.00666666666666667 0.008 0.0106666666666667
"ذكرناه" 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.012 0.0146666666666667 0 0 0 0 0.0146666666666667 0 0.02 0.0293333333333333
"رَّحِيمٌ" 0 0.00666666666666667 0.0213333333333333 0 0.00266666666666667 0.016 0 0.00133333333333333 0.028 0.00266666666666667 0.0133333333333333 0.00266666666666667 0 0.00266666666666667 0 0.00933333333333333
"ستة" 0.008 0.004 0.004 0.00933333333333333 0.02 0.00266666666666667 0.00533333333333333 0.00533333333333333 0.00666666666666667 0 0 0.016 0.016 0.004 0.00133333333333333 0.004
"فإنما" 0.008 0 0.0106666666666667 0.0106666666666667 0.00266666666666667 0 0.012 0.004 0 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.012 0.0333333333333333 0.00266666666666667
"فذكر" 0.012 0.004 0.00133333333333333 0.00666666666666667 0.008 0.00133333333333333 0.008 0.0213333333333333 0.00133333333333333 0.004 0 0.004 0.00533333333333333 0.00666666666666667 0.00933333333333333 0.0133333333333333
"فقوله" 0.00533333333333333 0.00266666666666667 0 0.0106666666666667 0 0 0.00933333333333333 0.0426666666666667 0 0.00266666666666667 0 0.00933333333333333 0.00266666666666667 0.008 0.012 0.00133333333333333
"معلوم" 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.0106666666666667 0.012 0.0106666666666667 0.00133333333333333 0.0146666666666667 0.00533333333333333 0.00266666666666667 0.004 0 0.00666666666666667 0.0133333333333333 0.00533333333333333 0.008
"واجب" 0.00133333333333333 0.004 0.00933333333333333 0.00533333333333333 0 0.008 0.00266666666666667 0.0226666666666667 0.004 0.004 0.00933333333333333 0.00266666666666667 0.00266666666666667 0.0226666666666667 0.00133333333333333 0.00666666666666667
"وسكون" 0.0106666666666667 0.00666666666666667 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.0106666666666667 0.00533333333333333 0 0.00266666666666667 0.0186666666666667 0 0.0373333333333333 0
